query_table,query_column,candidate_table,candidate_column,llm_response,approved
countries_and_continents,name,adventureworks2014_countryregion,Name,Yes,True
countries_and_continents,name,adventureworks2014_salesterritory,Name,Yes,True
countries_and_continents,name,countries_metadatacountries,CountryName,Yes,True
countries_and_continents,name,countries_data,CountryName,Yes,True
countries_and_continents,name,us_companies_copy,country,Yes,True
countries_and_continents,name,us_companies,country,Yes,True
countries_and_continents,name,movies,country,Yes,True
countries_and_continents,name,usa_cars_datasets,country,Yes,True
countries_and_continents,name,movie_metadata,country,Yes,True
countries_and_continents,name,world_country,LocalName,Yes,True
countries_and_continents,name,adventureworks2014_culture,Name,No,False
countries_and_continents,name,adventureworks2014_stateprovince,Name,No,False
countries_and_continents,name,countries_of_the_world,Country,Yes,True
countries_and_continents,name,gender_development,Country,Yes,True
countries_and_continents,name,who_suicide_statistics,country,Yes,True
countries_and_continents,name,world_countries_env_vars,Country,Yes,True
countries_and_continents,name,whr2015,Country,Yes,True
countries_and_continents,name,acquisitions,Country,Yes,True
countries_and_continents,name,cwurdata,country,Yes,True
countries_and_continents,name,world_city,Name,No,False
countries_and_continents,name,language,Name,No,False
countries_and_continents,name,word_university_rank_2020,Country,Yes,True
countries_and_continents,name,ukdebate,country,No,False
countries_and_continents,name,most_frequent_names,Name,No,False
countries_and_continents,name,adventureworks2014_currency,Name,No,False
countries_and_continents,name,world-cities,name,No,False
countries_and_continents,name,edu,country,Yes,True
countries_and_continents,name,moviesonstreamingplatforms_updated,Country,Yes,True
countries_and_continents,name,netflix_titles,country,Yes,True
countries_and_continents,name,world-cities,country,Yes,True
countries_and_continents,name,countries_and_continents,official_name_en,Yes,True
countries_and_continents,name,imdb_ijs_actors,lastname,No,False
countries_and_continents,name,countries_and_continents,official_name_fr,Yes,True
countries_and_continents,name,directory,Country,Yes,True
countries_and_continents,name,imdb_ijs_directors,lastname,No,False
countries_and_continents,name,world-cities,geonameid,No,False
countries_and_continents,name,countries_and_continents,Geoname_ID,Yes,True
countries_and_continents,name,adventureworks2014_shift,Name,No,False
countries_and_continents,name,imdb_ijs_directors,firstname,No,False
countries_and_continents,name,world_city,CountryCode,Yes,True
countries_and_continents,name,fifa_ranking,country_full,Yes,True
countries_and_continents,name,wikipedia-iso-country-codes,English_short_name_lower_case,Yes,True
countries_and_continents,name,imdb_ijs_actors,firstname,No,False
countries_and_continents,name,world_countrylanguage,CountryCode,Yes,True
countries_and_continents,name,countries_metadatacountries,CountryCode,Yes,True
countries_and_continents,name,countries_target,CountryCode,Yes,True
countries_and_continents,name,countries_data,CountryCode,Yes,True
countries_and_continents,name,google_books_dataset,language,No,False
countries_and_continents,official_name_en,countries_and_continents,official_name_en,Yes,True
countries_and_continents,official_name_en,countries_and_continents,official_name_fr,Yes,True
countries_and_continents,official_name_en,countries_metadatacountries,CountryName,Yes,True
countries_and_continents,official_name_en,adventureworks2014_countryregion,Name,Yes,True
countries_and_continents,official_name_en,world_country,Name,Yes,True
countries_and_continents,official_name_en,countries_and_continents,name,Yes,True
countries_and_continents,official_name_en,gender_development,Country,Yes,True
countries_and_continents,official_name_en,countries_of_the_world,Country,Yes,True
countries_and_continents,official_name_en,world_countries_env_vars,Country,Yes,True
countries_and_continents,official_name_en,whr2015,Country,Yes,True
countries_and_continents,official_name_en,countries_and_continents,ISO4217-currency_country_name,Yes,True
countries_and_continents,official_name_en,wikipedia-iso-country-codes,English_short_name_lower_case,Yes,True
countries_and_continents,official_name_en,countries_data,CountryName,Yes,True
countries_and_continents,official_name_en,ukdebate,country,Yes,True
countries_and_continents,official_name_en,fifa_ranking,country_full,Yes,True
countries_and_continents,official_name_en,word_university_rank_2020,Country,Yes,True
countries_and_continents,official_name_en,moviesonstreamingplatforms_updated,Country,Yes,True
countries_and_continents,official_name_en,netflix_titles,country,Yes,True
countries_and_continents,official_name_en,world-cities,country,Yes,True
countries_and_continents,official_name_en,edu,country,Yes,True
countries_and_continents,official_name_en,world_country,LocalName,Yes,True
countries_and_continents,official_name_en,cwurdata,country,Yes,True
countries_and_continents,official_name_en,acquisitions,Country,Yes,True
countries_and_continents,official_name_en,tmdb_5000_movies,originallanguage,No,False
countries_and_continents,official_name_en,movies,country,Yes,True
countries_and_continents,official_name_en,usa_cars_datasets,country,Yes,True
countries_and_continents,official_name_en,movie_metadata,country,Yes,True
countries_and_continents,official_name_en,hfi_cc_2018,countries,Yes,True
countries_and_continents,official_name_en,us_companies,country,No,False
countries_and_continents,official_name_en,us_companies_copy,country,Yes,True
countries_and_continents,official_name_en,who_suicide_statistics,country,Yes,True
countries_and_continents,official_name_en,countries_and_continents,ISO4217-currency_name,No,False
countries_and_continents,official_name_en,affirmative_asylum,ContinentCountryofNationality,Yes,True
countries_and_continents,official_name_en,adventureworks2014_salesterritory,Name,Yes,True
countries_and_continents,official_name_en,directory,Country,Yes,True
countries_and_continents,official_name_en,world_city,CountryCode,Yes,True
countries_and_continents,official_name_en,world_countrylanguage,CountryCode,Yes,True
countries_and_continents,official_name_en,countries_metadatacountries,CountryCode,Yes,True
countries_and_continents,official_name_en,countries_target,CountryCode,Yes,True
countries_and_continents,official_name_en,countries_data,CountryCode,Yes,True
countries_and_continents,official_name_en,fifa_ranking,country_abrv,Yes,True
countries_and_continents,official_name_en,language,countrycodes,Yes,True
countries_and_continents,official_name_en,countries_and_continents,Capital,No,False
countries_and_continents,official_name_en,world-cities,subcountry,No,False
countries_and_continents,official_name_en,google_books_dataset,language,No,False
countries_and_continents,official_name_en,cars93,Origin,No,False
countries_and_continents,official_name_en,world_country,GovernmentForm,No,False
countries_and_continents,official_name_en,adventureworks2014_culture,Name,No,False
countries_and_continents,official_name_en,booking,hotelNames,No,False
countries_and_continents,official_name_en,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,countries_and_continents,ISO4217-currency_country_name,Yes,True
countries_and_continents,ISO4217-currency_country_name,countries_and_continents,ISO4217-currency_name,No,False
countries_and_continents,ISO4217-currency_country_name,countries_and_continents,ISO4217-currency_numeric_code,No,False
countries_and_continents,ISO4217-currency_country_name,countries_and_continents,ISO4217-currency_minor_unit,No,False
countries_and_continents,ISO4217-currency_country_name,countries_and_continents,ISO4217-currency_alphabetic_code,No,False
countries_and_continents,ISO4217-currency_country_name,google_books_1299,currency,No,False
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_countryregioncurrency,CurrencyCode,No,False
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_currency,CurrencyCode,No,False
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_currencyrate,FromCurrencyCode,No,False
countries_and_continents,ISO4217-currency_country_name,whr2015,Economy,No,False
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_currencyrate,ToCurrencyCode,No,False
countries_and_continents,ISO4217-currency_country_name,countries_metadatacountries,CountryName,Yes,True
countries_and_continents,ISO4217-currency_country_name,whr2015,Country,Yes,True
countries_and_continents,ISO4217-currency_country_name,gender_development,Country,Yes,True
countries_and_continents,ISO4217-currency_country_name,countries_of_the_world,Country,Yes,True
countries_and_continents,ISO4217-currency_country_name,world_countries_env_vars,Country,Yes,True
countries_and_continents,ISO4217-currency_country_name,language,countrycodes,Yes,True
countries_and_continents,ISO4217-currency_country_name,ukdebate,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,world_country,Capital,No,False
countries_and_continents,ISO4217-currency_country_name,countries_metadatacountries,CountryCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,countries_target,CountryCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,world_city,CountryCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,world_countrylanguage,CountryCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,countries_data,CountryName,Yes,True
countries_and_continents,ISO4217-currency_country_name,word_university_rank_2020,Country,Yes,True
countries_and_continents,ISO4217-currency_country_name,countries_and_continents,official_name_en,Yes,True
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,edu,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,cwurdata,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,countries_data,CountryCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_countryregion,CountryRegionCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,us_companies,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,us_companies_copy,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,wikipedia-iso-country-codes,ISO_3166-2,No,False
countries_and_continents,ISO4217-currency_country_name,acquisitions,Country,Yes,True
countries_and_continents,ISO4217-currency_country_name,movies,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,usa_cars_datasets,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,movie_metadata,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,acquisitions,Value,No,False
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_salesterritory,CountryRegionCode,Yes,True
countries_and_continents,ISO4217-currency_country_name,hfi_cc_2018,countries,Yes,True
countries_and_continents,ISO4217-currency_country_name,word_university_rank_2020,International_Outlook,No,False
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_currency,Name,No,False
countries_and_continents,ISO4217-currency_country_name,moviesonstreamingplatforms_updated,Country,Yes,True
countries_and_continents,ISO4217-currency_country_name,netflix_titles,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,world-cities,country,Yes,True
countries_and_continents,ISO4217-currency_country_name,who_suicide_statistics,country,**Yes**,True
countries_and_continents,ISO4217-currency_country_name,fifa_ranking,country_full,Yes,True
countries_and_continents,ISO4217-currency_country_name,adventureworks2014_countryregion,Name,Yes,True
countries_and_continents,official_name_fr,countries_and_continents,official_name_fr,Yes,True
countries_and_continents,official_name_fr,countries_and_continents,official_name_en,Yes,True
countries_and_continents,official_name_fr,adventureworks2014_countryregion,Name,Yes,True
countries_and_continents,official_name_fr,countries_and_continents,name,Yes,True
countries_and_continents,official_name_fr,world_country,Name,Yes,True
countries_and_continents,official_name_fr,countries_metadatacountries,CountryName,Yes,True
countries_and_continents,official_name_fr,wikipedia-iso-country-codes,English_short_name_lower_case,Yes,True
countries_and_continents,official_name_fr,world_country,LocalName,Yes,True
countries_and_continents,official_name_fr,countries_and_continents,ISO4217-currency_country_name,Yes,True
countries_and_continents,official_name_fr,countries_of_the_world,Country,Yes,True
countries_and_continents,official_name_fr,world_countries_env_vars,Country,Yes,True
countries_and_continents,official_name_fr,gender_development,Country,Yes,True
countries_and_continents,official_name_fr,whr2015,Country,Yes,True
countries_and_continents,official_name_fr,countries_data,CountryName,Yes,True
countries_and_continents,official_name_fr,adventureworks2014_salesterritory,Name,No,False
countries_and_continents,official_name_fr,word_university_rank_2020,Country,Yes,True
countries_and_continents,official_name_fr,fifa_ranking,country_full,Yes,True
countries_and_continents,official_name_fr,who_suicide_statistics,country,Yes,True
countries_and_continents,official_name_fr,edu,country,Yes,True
countries_and_continents,official_name_fr,ukdebate,country,Yes,True
countries_and_continents,official_name_fr,acquisitions,Country,Yes,True
countries_and_continents,official_name_fr,tmdb_5000_movies,originallanguage,No,False
countries_and_continents,official_name_fr,adventureworks2014_stateprovince,Name,No,False
countries_and_continents,official_name_fr,moviesonstreamingplatforms_updated,Country,Yes,True
countries_and_continents,official_name_fr,netflix_titles,country,Yes,True
countries_and_continents,official_name_fr,world-cities,country,Yes,True
countries_and_continents,official_name_fr,cwurdata,country,Yes,True
countries_and_continents,official_name_fr,us_companies,country,Yes,True
countries_and_continents,official_name_fr,us_companies_copy,country,No,False
countries_and_continents,official_name_fr,movies,country,Yes,True
countries_and_continents,official_name_fr,usa_cars_datasets,country,Yes,True
countries_and_continents,official_name_fr,movie_metadata,country,"**Yes**  

The two columns both represent **country names** (or territories) expressed in different languages or codes.  

* The `official_name_fr` column lists French official names for countries (e.g., “Albanie”, “Algérie”, “Samoa américaines”, “République dominicaine”).  
* The `country` column in the movie metadata lists country names in English or short forms (e.g., “Albania”, “Algeria”, “American Samoa”, “Dominican Republic”), as well as common abbreviations such as “UK”, “USA”, “West Germany”, “Hong Kong”, and “South Korea”.

Because more than half of the values in the French column map to an equivalent English country name or abbreviation in the movie metadata column, these two columns are semantically joinable for feature augmentation.",True
countries_and_continents,official_name_fr,countries_and_continents,ISO4217-currency_name,No,False
countries_and_continents,official_name_fr,hfi_cc_2018,countries,Yes,True
countries_and_continents,official_name_fr,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
countries_and_continents,official_name_fr,world_city,CountryCode,Yes,True
countries_and_continents,official_name_fr,adventureworks2014_culture,Name,No,False
countries_and_continents,official_name_fr,directory,Country,Yes,True
countries_and_continents,official_name_fr,world_countrylanguage,CountryCode,Yes,True
countries_and_continents,official_name_fr,countries_metadatacountries,CountryCode,Yes,True
countries_and_continents,official_name_fr,countries_target,CountryCode,Yes,True
countries_and_continents,official_name_fr,countries_data,CountryCode,Yes,True
countries_and_continents,official_name_fr,cars93,Origin,No,False
countries_and_continents,official_name_fr,google_books_dataset,language,No,False
countries_and_continents,official_name_fr,adventureworks2014_currency,Name,No,False
countries_and_continents,official_name_fr,countries_and_continents,Capital,No,False
countries_and_continents,official_name_fr,fifa_ranking,country_abrv,Yes,True
countries_and_continents,official_name_fr,booking,hotelNames,No,False
countries_and_continents,official_name_fr,affirmative_asylum,ContinentCountryofNationality,Yes,True
countries_and_continents,official_name_fr,language,countrycodes,Yes,True
countries_data,CountryName,countries_metadatacountries,CountryName,"Yes

Both columns contain the same type of entity – country names and related regional or income‑group categories. A substantial portion of the values overlap between the two tables (e.g., ""China"", ""United Kingdom"", ""High income"", ""Central Europe and the Baltics"", etc.). Even though some entries are broader groupings rather than individual countries, they still refer to the same real‑world concept set and can be joined for feature augmentation.",True
countries_data,CountryName,us_companies_copy,country,Yes,True
countries_data,CountryName,us_companies,country,No,False
countries_data,CountryName,movies,country,Yes,True
countries_data,CountryName,usa_cars_datasets,country,Yes,True
countries_data,CountryName,movie_metadata,country,Yes,True
countries_data,CountryName,ukdebate,country,Yes,True
countries_data,CountryName,countries_data,CountryName,Yes,True
countries_data,CountryName,cwurdata,country,**Yes**,True
countries_data,CountryName,whr2015,Country,Yes,True
countries_data,CountryName,acquisitions,Country,Yes,True
countries_data,CountryName,gender_development,Country,Yes,True
countries_data,CountryName,countries_of_the_world,Country,Yes,True
countries_data,CountryName,moviesonstreamingplatforms_updated,Country,Yes,True
countries_data,CountryName,netflix_titles,country,Yes,True
countries_data,CountryName,world-cities,country,Yes,True
countries_data,CountryName,word_university_rank_2020,Country,Yes,True
countries_data,CountryName,world_countries_env_vars,Country,Yes,True
countries_data,CountryName,who_suicide_statistics,country,Yes,True
countries_data,CountryName,edu,country,Yes,True
countries_data,CountryName,world_country,Name,Yes,True
countries_data,CountryName,adventureworks2014_countryregion,Name,Yes,True
countries_data,CountryName,countries_and_continents,name,Yes,True
countries_data,CountryName,directory,Country,Yes,True
countries_data,CountryName,fifa_ranking,country_full,Yes,True
countries_data,CountryName,hfi_cc_2018,countries,Yes,True
countries_data,CountryName,world_city,CountryCode,Yes,True
countries_data,CountryName,world_countrylanguage,CountryCode,Yes,True
countries_data,CountryName,countries_and_continents,ISO4217-currency_country_name,Yes,True
countries_data,CountryName,countries_metadatacountries,CountryCode,Yes,True
countries_data,CountryName,countries_target,CountryCode,Yes,True
countries_data,CountryName,countries_data,CountryCode,Yes,True
countries_data,CountryName,countries_and_continents,official_name_en,Yes,True
countries_data,CountryName,cars93,Origin,No,False
countries_data,CountryName,fifa_ranking,country_abrv,Yes,True
countries_data,CountryName,hfi_cc_2018,region,No,False
countries_data,CountryName,language,countrycodes,Yes,True
countries_data,CountryName,world_country,Region,No,False
countries_data,CountryName,adventureworks2014_salesterritory,Name,Yes,True
countries_data,CountryName,whr2015,Region,"**Answer: No**

**Reasoning**

- **Entity type mismatch**:  
  - `countries_data.CountryName` lists **countries** (and occasionally region-like labels).  
  - `whr2015.Region` lists **regional groupings** (e.g., “Western Europe”, “North America”, etc.).

- **Semantic overlap is limited**:  
  Only a few region names (e.g., “Central and Eastern Europe”) appear in both columns, but the majority of values are distinct. The columns do not represent the same underlying entity type, so a direct join would be semantically inappropriate.

- **Joinability criterion**:  
  The columns are considered semantically joinable only if they refer to the same type of entity or concept. Since one column is about individual countries and the other about regions, they do not satisfy this criterion.

Hence, the correct decision is **“No.”**",False
countries_data,CountryName,world_country,LocalName,Yes,True
countries_data,CountryName,countries_and_continents,Geoname_ID,No,False
countries_data,CountryName,adventureworks2014_salesterritory,CountryRegionCode,Yes,True
countries_data,CountryName,countries_of_the_world,Region,No,False
countries_data,CountryName,adventureworks2014_stateprovince,CountryRegionCode,Yes,True
countries_data,CountryName,booking,city,No,False
countries_data,CountryName,countries_and_continents,official_name_fr,Yes,True
countries_data,CountryName,countries_metadatacountries,Region,No,False
countries_data,CountryName,adventureworks2014_countryregioncurrency,CountryRegionCode,Yes,True
countries_data,CountryName,adventureworks2014_countryregion,CountryRegionCode,Yes,True
