query_table,candidate_table,query_col,candidate_col,score
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,FIPS,FIPS,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,GAUL,GAUL,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,IOC,ISO3166-1-Alpha-3,0.7116
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,IOC,ITU,0.7178
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,IOC,IOC,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_alphabetic_code,ISO4217-currency_alphabetic_code,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_alphabetic_code,ISO4217-currency_name,0.8099
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_alphabetic_code,ISO4217-currency_numeric_code,0.7443
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_alphabetic_code,Languages,0.7176
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_country_name,name,0.7233
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_country_name,official_name_en,0.7456
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_country_name,ISO4217-currency_country_name,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_country_name,ISO4217-currency_name,0.7965
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_minor_unit,ISO4217-currency_minor_unit,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_name,ISO4217-currency_alphabetic_code,0.8099
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_name,ISO4217-currency_country_name,0.7965
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_name,ISO4217-currency_name,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_name,ISO4217-currency_numeric_code,0.7216
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_numeric_code,ISO4217-currency_alphabetic_code,0.7443
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_numeric_code,ISO4217-currency_name,0.7216
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,ISO4217-currency_numeric_code,ISO4217-currency_numeric_code,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,is_independent,is_independent,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,Capital,Capital,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,Continent,Continent,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,TLD,MARC,0.7284
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,TLD,TLD,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,TLD,Languages,0.7465
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,Languages,MARC,0.8056
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,Languages,DS,0.7280
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,Languages,ISO4217-currency_alphabetic_code,0.7176
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,Languages,TLD,0.7465
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,Languages,Languages,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,Languages,EDGAR,0.7350
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,Geoname_ID,Geoname_ID,1.0000
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,EDGAR,MARC,0.7312
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,EDGAR,Languages,0.7350
datalake-countries_and_continents.csv,datalake-countries_and_continents.csv,EDGAR,EDGAR,1.0000
datalake-countries_and_continents.csv,datalake-world_country.csv,name,Name,0.9772
datalake-countries_and_continents.csv,datalake-world_country.csv,name,LocalName,0.8612
datalake-countries_and_continents.csv,datalake-world_country.csv,official_name_en,Name,0.8888
datalake-countries_and_continents.csv,datalake-world_country.csv,official_name_en,LocalName,0.8485
datalake-countries_and_continents.csv,datalake-world_country.csv,official_name_fr,Name,0.7430
datalake-countries_and_continents.csv,datalake-world_country.csv,official_name_fr,LocalName,0.7510
datalake-countries_and_continents.csv,datalake-world_country.csv,MARC,Code,0.7303
datalake-countries_and_continents.csv,datalake-world_country.csv,MARC,Code2,0.7300
datalake-countries_and_continents.csv,datalake-world_country.csv,ISO4217-currency_alphabetic_code,Code,0.7160
datalake-countries_and_continents.csv,datalake-world_country.csv,ISO4217-currency_country_name,Name,0.7236
datalake-countries_and_continents.csv,datalake-world_country.csv,ISO4217-currency_country_name,LocalName,0.7001
datalake-countries_and_continents.csv,datalake-world_country.csv,ISO4217-currency_numeric_code,GNPOld,0.7124
datalake-countries_and_continents.csv,datalake-world_country.csv,ISO4217-currency_numeric_code,Capital,0.7517
datalake-countries_and_continents.csv,datalake-world_country.csv,Continent,Continent,0.8839
datalake-countries_and_continents.csv,datalake-world_country.csv,TLD,Code,0.7054
datalake-countries_and_continents.csv,datalake-world_country.csv,Languages,Code,0.8258
datalake-countries_and_continents.csv,datalake-world_country.csv,Languages,Code2,0.7864
datalake-countries_and_continents.csv,datalake-world_country.csv,Geoname_ID,GNP,0.7589
datalake-countries_and_continents.csv,datalake-world_country.csv,Geoname_ID,GNPOld,0.8046
datalake-countries_and_continents.csv,datalake-world_country.csv,Geoname_ID,Capital,0.7921
datalake-countries_and_continents.csv,datalake-world_country.csv,EDGAR,Code,0.7245
datalake-countries_and_continents.csv,datalake-world_country.csv,EDGAR,Code2,0.7156
datalake-countries_and_continents.csv,datalake-countries_data.csv,name,CountryName,0.7723
datalake-countries_and_continents.csv,datalake-countries_data.csv,official_name_en,CountryName,0.8224
datalake-countries_and_continents.csv,datalake-countries_data.csv,official_name_fr,CountryName,0.7346
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1961,0.7157
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1964,0.7083
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1966,0.7134
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1967,0.7202
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1969,0.7071
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1971,0.7125
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1972,0.7039
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1973,0.7258
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1974,0.7121
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1976,0.7034
datalake-countries_and_continents.csv,datalake-countries_data.csv,M49,1979,0.7226
datalake-countries_and_continents.csv,datalake-countries_data.csv,MARC,IndicatorCode,0.7103
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1966,0.7101
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1967,0.7029
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1968,0.7101
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1969,0.7009
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1973,0.7078
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1979,0.7130
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1983,0.7064
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1984,0.7039
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1987,0.7035
datalake-countries_and_continents.csv,datalake-countries_data.csv,Dial,1996,0.7102
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_alphabetic_code,CountryCode,0.7337
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_country_name,CountryName,0.7944
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1960,0.7117
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1961,0.7416
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1962,0.7188
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1963,0.7141
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1964,0.7054
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1965,0.7282
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1966,0.7554
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1967,0.7336
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1968,0.7368
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1969,0.7338
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1970,0.7324
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1971,0.7295
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1972,0.7079
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1973,0.7421
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1974,0.7375
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1975,0.7182
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1976,0.7287
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1977,0.7209
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1978,0.7040
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1979,0.7274
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1980,0.7036
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1981,0.7162
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1983,0.7270
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1984,0.7002
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1986,0.7066
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1987,0.7216
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1988,0.7138
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1989,0.7005
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1990,0.7120
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1991,0.7313
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1992,0.7123
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1993,0.7188
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1994,0.7277
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1996,0.7371
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1997,0.7129
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1998,0.7237
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,1999,0.7103
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,2000,0.7031
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,2001,0.7385
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,2002,0.7165
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,2003,0.7121
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,2005,0.7025
datalake-countries_and_continents.csv,datalake-countries_data.csv,ISO4217-currency_numeric_code,2006,0.7076
datalake-countries_and_continents.csv,datalake-countries_data.csv,Languages,CountryCode,0.7440
datalake-countries_and_continents.csv,datalake-countries_data.csv,Languages,IndicatorCode,0.7003
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1960,0.7198
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1961,0.7275
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1962,0.7260
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1963,0.7233
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1964,0.7135
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1965,0.7524
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1966,0.7526
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1967,0.7320
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1968,0.7402
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1969,0.7427
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1970,0.7498
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1971,0.7496
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1972,0.7190
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1973,0.7267
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1974,0.7343
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1975,0.7200
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1976,0.7292
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1977,0.7218
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1979,0.7180
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1980,0.7538
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1981,0.7347
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1982,0.7102
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1983,0.7301
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1984,0.7088
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1985,0.7039
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1986,0.7207
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1987,0.7011
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1988,0.7135
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1989,0.7279
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1990,0.7231
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1991,0.7389
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1992,0.7329
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1993,0.7414
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1994,0.7377
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1995,0.7163
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1996,0.7324
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1997,0.7125
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1998,0.7494
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,1999,0.7440
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2000,0.7712
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2001,0.7704
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2002,0.7594
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2003,0.7379
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2004,0.7250
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2005,0.7418
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2006,0.7423
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2007,0.7170
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2008,0.7036
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2009,0.7214
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2010,0.7606
datalake-countries_and_continents.csv,datalake-countries_data.csv,Geoname_ID,2011,0.7288
datalake-countries_and_continents.csv,datalake-countries_data.csv,EDGAR,IndicatorCode,0.7191
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,name,Country,0.7347
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,official_name_en,Country,0.8173
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,official_name_fr,Country,0.7101
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,M49,Population,0.7396
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,M49,C9,0.7203
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Dial,Population,0.7108
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Dial,C8,0.7165
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Dial,C14,0.7050
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_country_name,Country,0.7633
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,Other,0.7422
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,C5,0.7033
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,C6,0.7315
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,C8,0.7514
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,C9,0.7305
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,C10,0.7358
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,C11,0.7373
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,C12,0.7306
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,C13,0.7379
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,ISO4217-currency_numeric_code,C14,0.7329
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Capital,Country,0.7256
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Continent,Region,0.7149
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,Other,0.7532
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,Birthrate,0.7257
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,Agriculture,0.7172
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,Industry,0.7202
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,C1,0.7055
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,C10,0.7401
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,C11,0.7319
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,C12,0.7362
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,C13,0.7226
datalake-countries_and_continents.csv,datalake-countries_of_the_world.csv,Geoname_ID,C14,0.7182
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,name,English_short_name_lower_case,0.7327
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,official_name_en,English_short_name_lower_case,0.7121
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,ISO3166-1-Alpha-2,Alpha-2_code,0.7632
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,ISO3166-1-Alpha-2,Alpha-3_code,0.7456
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,ISO3166-1-Alpha-2,ISO_3166-2,0.8284
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,ISO3166-1-Alpha-3,Alpha-3_code,0.7633
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,ISO3166-1-Alpha-3,ISO_3166-2,0.8397
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,M49,Numeric_code,0.7268
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,ITU,Alpha-3_code,0.7035
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,MARC,Alpha-2_code,0.7867
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,DS,Alpha-2_code,0.7328
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,Dial,Numeric_code,0.7413
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,ISO4217-currency_numeric_code,Numeric_code,0.7586
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,Languages,Alpha-2_code,0.7600
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,Languages,Alpha-3_code,0.7062
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,Geoname_ID,Numeric_code,0.7150
datalake-countries_and_continents.csv,datalake-wikipedia-iso-country-codes.csv,EDGAR,Alpha-2_code,0.7416
datalake-countries_and_continents.csv,datalake-fifa_ranking.csv,name,country_full,0.7329
datalake-countries_and_continents.csv,datalake-fifa_ranking.csv,official_name_en,country_full,0.8472
datalake-countries_and_continents.csv,datalake-fifa_ranking.csv,official_name_fr,country_full,0.7127
datalake-countries_and_continents.csv,datalake-fifa_ranking.csv,M49,rank,0.7432
datalake-countries_and_continents.csv,datalake-fifa_ranking.csv,ISO4217-currency_country_name,country_full,0.7105
datalake-countries_and_continents.csv,datalake-fifa_ranking.csv,Languages,country_abrv,0.7645
datalake-countries_and_continents.csv,datalake-fifa_ranking.csv,Geoname_ID,total_points,0.7547
datalake-countries_and_continents.csv,datalake-fifa_ranking.csv,Geoname_ID,cur_year_avg,0.7131
datalake-countries_and_continents.csv,datalake-fifa_ranking.csv,Geoname_ID,two_year_ago_weighted,0.7072
datalake-countries_and_continents.csv,datalake-edu.csv,name,country,0.7300
datalake-countries_and_continents.csv,datalake-edu.csv,official_name_en,country,0.8123
datalake-countries_and_continents.csv,datalake-edu.csv,official_name_fr,country,0.7159
datalake-countries_and_continents.csv,datalake-edu.csv,ISO4217-currency_alphabetic_code,c_codes,0.7315
datalake-countries_and_continents.csv,datalake-edu.csv,ISO4217-currency_country_name,country,0.7570
datalake-countries_and_continents.csv,datalake-edu.csv,ISO4217-currency_numeric_code,Unemp,0.7310
datalake-countries_and_continents.csv,datalake-edu.csv,Capital,country,0.7167
datalake-countries_and_continents.csv,datalake-edu.csv,Languages,c_codes,0.7562
datalake-countries_and_continents.csv,datalake-edu.csv,Geoname_ID,GNP,0.7923
datalake-countries_and_continents.csv,datalake-edu.csv,Geoname_ID,Population,0.7918
datalake-countries_and_continents.csv,datalake-edu.csv,Geoname_ID,Edu_second,0.7043
datalake-countries_and_continents.csv,datalake-edu.csv,Geoname_ID,Edu_post_second,0.7279
datalake-countries_and_continents.csv,datalake-edu.csv,Geoname_ID,Unemp,0.7125
datalake-countries_and_continents.csv,datalake-directory.csv,Dial,PhoneNumber,0.7484
datalake-countries_and_continents.csv,datalake-directory.csv,ISO4217-currency_name,Country,0.7205
datalake-countries_and_continents.csv,datalake-directory.csv,Capital,City,0.7291
datalake-countries_and_continents.csv,datalake-directory.csv,Languages,Country,0.7515
datalake-countries_and_continents.csv,datalake-directory.csv,Geoname_ID,Postcode,0.7596
datalake-countries_and_continents.csv,datalake-directory.csv,Geoname_ID,Longitude,0.7298
datalake-countries_and_continents.csv,datalake-directory.csv,Geoname_ID,Latitude,0.7154
datalake-countries_and_continents.csv,datalake-world_city.csv,name,Name,0.8539
datalake-countries_and_continents.csv,datalake-world_city.csv,official_name_en,Name,0.7355
datalake-countries_and_continents.csv,datalake-world_city.csv,ISO4217-currency_alphabetic_code,CountryCode,0.7164
datalake-countries_and_continents.csv,datalake-world_city.csv,Languages,CountryCode,0.7107
datalake-countries_and_continents.csv,datalake-world_city.csv,Geoname_ID,ID,0.8176
datalake-countries_and_continents.csv,datalake-MoviesOnStreamingPlatforms_updated.csv,official_name_en,Country,0.7324
