query,candidate,semantic_score,deepjoin_score
gender_development.Country,edu.country,0.0,0.9669
gender_development.Country,fifa_ranking.country_full,0.0,0.8855
gender_development.Country,world_countries_env_vars.Country,0.0,0.932
gender_development.Country,whr2015.Country,0.0,0.9715
gender_development.Country,word_university_rank_2020.Country,0.0,0.9358
gender_development.Country,countries_and_continents.official_name_en,0.0,0.7959
gender_development.Country,who_suicide_statistics.country,0.0,0.9508
gender_development.Country,countries_data.CountryName,0.0,0.8888
gender_development.Country,hfi_cc_2018.countries,0.0,0.9317
gender_development.Country,world_country.Name,0.0,0.7415
gender_development.Country,countries_metadatacountries.CountryName,0.0,0.8848
gender_development.Country,moviesonstreamingplatforms_updated.Country,0.0,0.8094
gender_development.Country,movie_metadata.country,0.0,0.8914
gender_development.Country,countries_and_continents.ISO4217-currency_country_name,0.0,0.7634
gender_development.Country,cwurdata.country,0.0,0.8866
gender_development.Country,countries_and_continents.name,0.0,0.7171
gender_development.Country,affirmative_asylum.ContinentCountryofNationality,0.0,0.7764
gender_development.Country,movies.country,0.0,0.8891
hfi_cc_2018.countries,netflix_titles.country,0.0,0.7963
hfi_cc_2018.countries,world-cities.country,0.0,0.9453
hfi_cc_2018.countries,countries_of_the_world.Country,0.0,0.94
hfi_cc_2018.countries,edu.country,0.0,0.9287
hfi_cc_2018.countries,fifa_ranking.country_full,0.0,0.9227
hfi_cc_2018.countries,world_countries_env_vars.Country,0.0,0.9011
hfi_cc_2018.countries,whr2015.Country,0.0,0.9554
hfi_cc_2018.countries,word_university_rank_2020.Country,0.0,0.9324
hfi_cc_2018.countries,countries_and_continents.official_name_en,0.0,0.8302
hfi_cc_2018.countries,who_suicide_statistics.country,0.0,0.9328
hfi_cc_2018.countries,countries_data.CountryName,0.0,0.8364
hfi_cc_2018.countries,world_country.Name,0.0,0.7531
hfi_cc_2018.countries,countries_metadatacountries.CountryName,0.0,0.8369
hfi_cc_2018.countries,moviesonstreamingplatforms_updated.Country,0.0,0.8321
hfi_cc_2018.countries,movie_metadata.country,0.0,0.8881
hfi_cc_2018.countries,gender_development.Country,0.0,0.9317
hfi_cc_2018.countries,countries_and_continents.ISO4217-currency_country_name,0.0,0.7593
hfi_cc_2018.countries,cwurdata.country,0.0,0.8796
hfi_cc_2018.countries,countries_and_continents.name,0.0,0.7496
hfi_cc_2018.countries,affirmative_asylum.ContinentCountryofNationality,0.0,0.7739
hfi_cc_2018.countries,movies.country,0.0,0.8796
hfi_cc_2018.countries,world_country.LocalName,0.0,0.7098
movie_metadata.country,netflix_titles.country,0.0,0.838
movie_metadata.country,world-cities.country,0.0,0.9089
movie_metadata.country,countries_of_the_world.Country,0.0,0.8936
movie_metadata.country,edu.country,0.0,0.8879
movie_metadata.country,fifa_ranking.country_full,0.0,0.8952
movie_metadata.country,world_countries_env_vars.Country,0.0,0.8734
movie_metadata.country,whr2015.Country,0.0,0.9208
movie_metadata.country,word_university_rank_2020.Country,0.0,0.962
movie_metadata.country,countries_and_continents.official_name_en,0.0,0.7484
movie_metadata.country,who_suicide_statistics.country,0.0,0.9049
movie_metadata.country,countries_data.CountryName,0.0,0.8291
movie_metadata.country,hfi_cc_2018.countries,0.0,0.8881
movie_metadata.country,countries_metadatacountries.CountryName,0.0,0.8307
movie_metadata.country,moviesonstreamingplatforms_updated.Country,0.0,0.8779
movie_metadata.country,gender_development.Country,0.0,0.8914
movie_metadata.country,countries_and_continents.ISO4217-currency_country_name,0.0,0.7367
movie_metadata.country,cwurdata.country,0.0,0.9771
movie_metadata.country,affirmative_asylum.ContinentCountryofNationality,0.0,0.7544
movie_metadata.country,movies.country,0.0,0.9764
movies.country,netflix_titles.country,0.0,0.8337
movies.country,countries_of_the_world.Country,0.0,0.8834
movies.country,edu.country,0.0,0.8819
movies.country,fifa_ranking.country_full,0.0,0.8644
movies.country,world_countries_env_vars.Country,0.0,0.8672
movies.country,whr2015.Country,0.0,0.9146
movies.country,usa_cars_datasets.country,0.0,0.7115
movies.country,word_university_rank_2020.Country,0.0,0.9624
movies.country,countries_data.CountryName,0.0,0.8223
movies.country,who_suicide_statistics.country,0.0,0.9035
movies.country,hfi_cc_2018.countries,0.0,0.8796
movies.country,moviesonstreamingplatforms_updated.Country,0.0,0.8757
movies.country,movie_metadata.country,0.0,0.9764
movies.country,gender_development.Country,0.0,0.8891
movies.country,cwurdata.country,0.0,0.9864
movies.country,affirmative_asylum.ContinentCountryofNationality,0.0,0.7428
moviesonstreamingplatforms_updated.Country,netflix_titles.country,0.0,0.9456
moviesonstreamingplatforms_updated.Country,world-cities.country,0.0,0.8354
moviesonstreamingplatforms_updated.Country,countries_of_the_world.Country,0.0,0.8088
moviesonstreamingplatforms_updated.Country,edu.country,0.0,0.7952
moviesonstreamingplatforms_updated.Country,fifa_ranking.country_full,0.0,0.8768
moviesonstreamingplatforms_updated.Country,world_countries_env_vars.Country,0.0,0.7868
moviesonstreamingplatforms_updated.Country,whr2015.Country,0.0,0.8451
moviesonstreamingplatforms_updated.Country,word_university_rank_2020.Country,0.0,0.8658
moviesonstreamingplatforms_updated.Country,countries_and_continents.official_name_en,0.0,0.7324
moviesonstreamingplatforms_updated.Country,countries_data.CountryName,0.0,0.7724
moviesonstreamingplatforms_updated.Country,who_suicide_statistics.country,0.0,0.8202
moviesonstreamingplatforms_updated.Country,hfi_cc_2018.countries,0.0,0.8321
moviesonstreamingplatforms_updated.Country,movie_metadata.country,0.0,0.8779
moviesonstreamingplatforms_updated.Country,gender_development.Country,0.0,0.8094
moviesonstreamingplatforms_updated.Country,cwurdata.country,0.0,0.8815
moviesonstreamingplatforms_updated.Country,affirmative_asylum.ContinentCountryofNationality,0.0,0.7174
moviesonstreamingplatforms_updated.Country,movies.country,0.0,0.8757
netflix_titles.country,world-cities.country,0.0,0.7967
netflix_titles.country,moviesonstreamingplatforms_updated.Country,0.0,0.9456
netflix_titles.country,movie_metadata.country,0.0,0.838
netflix_titles.country,cwurdata.country,0.0,0.8407
netflix_titles.country,edu.country,0.0,0.7496
netflix_titles.country,fifa_ranking.country_full,0.0,0.849
netflix_titles.country,whr2015.Country,0.0,0.7932
netflix_titles.country,word_university_rank_2020.Country,0.0,0.8216
netflix_titles.country,countries_data.CountryName,0.0,0.7143
netflix_titles.country,movies.country,0.0,0.8337
netflix_titles.country,who_suicide_statistics.country,0.0,0.7621
netflix_titles.country,hfi_cc_2018.countries,0.0,0.7963
who_suicide_statistics.country,netflix_titles.country,0.0,0.7621
who_suicide_statistics.country,world-cities.country,0.0,0.969
who_suicide_statistics.country,countries_of_the_world.Country,0.0,0.9762
who_suicide_statistics.country,edu.country,0.0,0.9643
who_suicide_statistics.country,fifa_ranking.country_full,0.0,0.8873
who_suicide_statistics.country,world_countries_env_vars.Country,0.0,0.9738
who_suicide_statistics.country,whr2015.Country,0.0,0.9686
who_suicide_statistics.country,word_university_rank_2020.Country,0.0,0.9429
who_suicide_statistics.country,countries_and_continents.official_name_en,0.0,0.7883
who_suicide_statistics.country,countries_data.CountryName,0.0,0.8761
who_suicide_statistics.country,hfi_cc_2018.countries,0.0,0.9328
who_suicide_statistics.country,world_country.Name,0.0,0.7374
who_suicide_statistics.country,population_by_country_2020.CountryDependency,0.0,0.7065
who_suicide_statistics.country,countries_metadatacountries.CountryName,0.0,0.8707
who_suicide_statistics.country,moviesonstreamingplatforms_updated.Country,0.0,0.8202
who_suicide_statistics.country,movie_metadata.country,0.0,0.9049
who_suicide_statistics.country,gender_development.Country,0.0,0.9508
who_suicide_statistics.country,countries_and_continents.ISO4217-currency_country_name,0.0,0.7371
who_suicide_statistics.country,cwurdata.country,0.0,0.8991
who_suicide_statistics.country,countries_and_continents.name,0.0,0.7096
who_suicide_statistics.country,movies.country,0.0,0.9035
whr2015.Country,netflix_titles.country,0.0,0.7932
whr2015.Country,world-cities.country,0.0,0.9767
whr2015.Country,countries_of_the_world.Country,0.0,0.9703
whr2015.Country,edu.country,0.0,0.9624
whr2015.Country,fifa_ranking.country_full,0.0,0.9112
whr2015.Country,world_countries_env_vars.Country,0.0,0.9355
whr2015.Country,word_university_rank_2020.Country,0.0,0.9615
whr2015.Country,countries_and_continents.official_name_en,0.0,0.7954
whr2015.Country,who_suicide_statistics.country,0.0,0.9686
whr2015.Country,countries_data.CountryName,0.0,0.8698
whr2015.Country,hfi_cc_2018.countries,0.0,0.9554
whr2015.Country,world_country.Name,0.0,0.7328
whr2015.Country,countries_metadatacountries.CountryName,0.0,0.871
whr2015.Country,moviesonstreamingplatforms_updated.Country,0.0,0.8451
whr2015.Country,movie_metadata.country,0.0,0.9208
whr2015.Country,gender_development.Country,0.0,0.9715
whr2015.Country,countries_and_continents.ISO4217-currency_country_name,0.0,0.7542
whr2015.Country,cwurdata.country,0.0,0.9132
whr2015.Country,countries_and_continents.name,0.0,0.7176
whr2015.Country,affirmative_asylum.ContinentCountryofNationality,0.0,0.7791
whr2015.Country,movies.country,0.0,0.9146
word_university_rank_2020.Country,netflix_titles.country,0.0,0.8216
word_university_rank_2020.Country,world-cities.country,0.0,0.9509
word_university_rank_2020.Country,countries_of_the_world.Country,0.0,0.9357
word_university_rank_2020.Country,edu.country,0.0,0.9269
word_university_rank_2020.Country,fifa_ranking.country_full,0.0,0.8991
word_university_rank_2020.Country,world_countries_env_vars.Country,0.0,0.9093
word_university_rank_2020.Country,whr2015.Country,0.0,0.9615
word_university_rank_2020.Country,countries_and_continents.official_name_en,0.0,0.7743
word_university_rank_2020.Country,who_suicide_statistics.country,0.0,0.9429
word_university_rank_2020.Country,countries_data.CountryName,0.0,0.8429
word_university_rank_2020.Country,hfi_cc_2018.countries,0.0,0.9324
word_university_rank_2020.Country,countries_metadatacountries.CountryName,0.0,0.8431
word_university_rank_2020.Country,moviesonstreamingplatforms_updated.Country,0.0,0.8658
word_university_rank_2020.Country,movie_metadata.country,0.0,0.962
word_university_rank_2020.Country,gender_development.Country,0.0,0.9358
word_university_rank_2020.Country,countries_and_continents.ISO4217-currency_country_name,0.0,0.7603
word_university_rank_2020.Country,cwurdata.country,0.0,0.969
word_university_rank_2020.Country,countries_and_continents.name,0.0,0.7063
word_university_rank_2020.Country,affirmative_asylum.ContinentCountryofNationality,0.0,0.7651
word_university_rank_2020.Country,movies.country,0.0,0.9624
world_countries_env_vars.Country,world-cities.country,0.0,0.9526
world_countries_env_vars.Country,countries_of_the_world.Country,0.0,0.9728
world_countries_env_vars.Country,edu.country,0.0,0.9514
world_countries_env_vars.Country,fifa_ranking.country_full,0.0,0.8739
world_countries_env_vars.Country,whr2015.Country,0.0,0.9355
world_countries_env_vars.Country,word_university_rank_2020.Country,0.0,0.9093
world_countries_env_vars.Country,countries_and_continents.official_name_en,0.0,0.792
world_countries_env_vars.Country,who_suicide_statistics.country,0.0,0.9738
world_countries_env_vars.Country,countries_data.CountryName,0.0,0.8871
world_countries_env_vars.Country,hfi_cc_2018.countries,0.0,0.9011
world_countries_env_vars.Country,world_country.Name,0.0,0.7411
world_countries_env_vars.Country,population_by_country_2020.CountryDependency,0.0,0.7152
world_countries_env_vars.Country,countries_metadatacountries.CountryName,0.0,0.8783
world_countries_env_vars.Country,moviesonstreamingplatforms_updated.Country,0.0,0.7868
world_countries_env_vars.Country,movie_metadata.country,0.0,0.8734
world_countries_env_vars.Country,gender_development.Country,0.0,0.932
world_countries_env_vars.Country,countries_and_continents.ISO4217-currency_country_name,0.0,0.7303
world_countries_env_vars.Country,cwurdata.country,0.0,0.8586
world_countries_env_vars.Country,countries_and_continents.name,0.0,0.7036
world_countries_env_vars.Country,affirmative_asylum.ContinentCountryofNationality,0.0,0.7421
world_countries_env_vars.Country,movies.country,0.0,0.8672
world_country.Name,world-cities.country,0.0,0.7394
world_country.Name,countries_of_the_world.Country,0.0,0.7583
world_country.Name,edu.country,0.0,0.7519
world_country.Name,fifa_ranking.country_full,0.0,0.7333
world_country.Name,world_countries_env_vars.Country,0.0,0.7411
world_country.Name,whr2015.Country,0.0,0.7328
world_country.Name,word_university_rank_2020.Country,0.0,0.7061
world_country.Name,wikipedia-iso-country-codes.English_short_name_lower_case,0.0,0.7042
world_country.Name,countries_and_continents.official_name_en,0.0,0.8888
world_country.Name,countries_data.CountryName,0.0,0.7962
world_country.Name,who_suicide_statistics.country,0.0,0.7374
world_country.Name,hfi_cc_2018.countries,0.0,0.7531
world_country.Name,countries_and_continents.official_name_fr,0.0,0.743
world_country.Name,countries_metadatacountries.CountryName,0.0,0.808
world_country.Name,gender_development.Country,0.0,0.7415
world_country.Name,countries_and_continents.ISO4217-currency_country_name,0.0,0.7236
world_country.Name,countries_and_continents.name,0.0,0.9772
world_country.LocalName,countries_and_continents.official_name_fr,0.0,0.751
world_country.LocalName,countries_metadatacountries.CountryName,0.0,0.7653
world_country.LocalName,countries_of_the_world.Country,0.0,0.713
world_country.LocalName,countries_and_continents.ISO4217-currency_country_name,0.0,0.7001
world_country.LocalName,fifa_ranking.country_full,0.0,0.7284
world_country.LocalName,edu.country,0.0,0.7044
world_country.LocalName,countries_and_continents.name,0.0,0.8612
world_country.LocalName,wikipedia-iso-country-codes.English_short_name_lower_case,0.0,0.7088
world_country.LocalName,countries_and_continents.official_name_en,0.0,0.8485
world_country.LocalName,countries_data.CountryName,0.0,0.7634
world_country.LocalName,hfi_cc_2018.countries,0.0,0.7098
world-cities.country,netflix_titles.country,0.0,0.7967
world-cities.country,countries_of_the_world.Country,0.0,0.9762
world-cities.country,edu.country,0.0,0.9642
world-cities.country,fifa_ranking.country_full,0.0,0.9177
world-cities.country,world_countries_env_vars.Country,0.0,0.9526
world-cities.country,whr2015.Country,0.0,0.9767
world-cities.country,word_university_rank_2020.Country,0.0,0.9509
world-cities.country,countries_and_continents.official_name_en,0.0,0.8006
world-cities.country,who_suicide_statistics.country,0.0,0.969
world-cities.country,countries_data.CountryName,0.0,0.8601
world-cities.country,hfi_cc_2018.countries,0.0,0.9453
world-cities.country,world_country.Name,0.0,0.7394
world-cities.country,countries_metadatacountries.CountryName,0.0,0.8565
world-cities.country,moviesonstreamingplatforms_updated.Country,0.0,0.8354
world-cities.country,movie_metadata.country,0.0,0.9089
world-cities.country,gender_development.Country,0.0,0.9621
world-cities.country,countries_and_continents.ISO4217-currency_country_name,0.0,0.7324
world-cities.country,cwurdata.country,0.0,0.8956
world-cities.country,countries_and_continents.name,0.0,0.7164
world-cities.country,affirmative_asylum.ContinentCountryofNationality,0.0,0.7758
world-cities.country,movies.country,0.0,0.8972
