title
Shekhar Kapur
Lana Wilson
Marc Forster
Jérémy Clapin
Grant Sputore
Hayao Miyazaki
André Øvredal
Orlando von Einsiedel
Richard LaGravenese
Paul Thomas Anderson
"Ethan Coen,Joel Coen"
David Michôd
Nora Twomey
Chiwetel Ejiofor
Anubhav Sinha
Yorgos Lanthimos
John Hillcoat
Karan Johar
Tim Burton
"Zach Lipovsky,Adam B. Stein"
"Jon Olb,Madeleine Parry"
Martin Campbell
Barry Levinson
Kurt Wimmer
"Sarah Smith,Barry Cook"
Francis Ford Coppola
Evgeny Afineevsky
Nahnatchka Khan
Neil Jordan
Steven Spielberg
Ric Roman Waugh
Karyn Kusama
J.C. Chandor
Adam McKay
Shakun Batra
Ildikó Enyedi
Rob Burnett
James Wan
Mike Binder
Michael Bay
Martin Campbell
Tom Hooper
Colm McCarthy
Susanne Bier
Gore Verbinski
Scott Cooper
Nagraj Manjule
Jay Roach
"Daniel Lindsay,T.J. Martin"
Mike Mills
Nikkhil Advani
"Dan Kwan,Daniel Scheinert"
Sunao Katabuchi
David Lowery
Paul Greengrass
Phillip Noyce
"Chris Renaud,Jonathan del Val"
Andy Tennant
""
Denis Villeneuve
Oriol Paulo
"Sebastian Jones,Ramez Silyan"
Steven Spielberg
Mike Newell
Macon Blair
"Justin Benson,Aaron Moorhead"
Nora Ephron
Louie Psihoyos
Babak Anvari
Ric Roman Waugh
"Joachim Rønning,Espen Sandberg"
Rob Marshall
Paul Katis
David Sington
Timo Tjahjanto
Jean-François Richet
Amar Kaushik
"Steven Bognar,Julia Reichert"
Jeff Chan
Phillip Noyce
Lasse Hallström
"Gastón Duprat,Mariano Cohn"
"Hiroshi Aoyama,Kazumi Fukushima,Jim Stenstrum"
Jeff Orlowski
James Ponsoldt
Charlie McDowell
Len Wiseman
Cristi Puiu
"Eric Darnell,Tom McGrath"
Antonin Baudry
Tommy Wirkola
"Kris Pearn,Cory Evans,Rob Lodermeier"
Orlando von Einsiedel
""
"Lana Wachowski,Lilly Wachowski"
Jeff Margolis
Jay Roach
Nicholas Stoller
John Maclean
Noah Baumbach
"Chapman Way,Maclain Way"
Richard Shepard
Wilson Yip
Scott Derrickson
"Sam Dunn,Scot McFadyen"
Morgan Neville
Kyle Patrick Alvarez
Simon Curtis
"Henry Joost,Ariel Schulman"
Advait Chandan
Tamara Jenkins
Sam Mendes
Peyton Reed
Adam Nimoy
Michael Dowse
Tom Shadyac
Jacob Kornbluth
Antoine Fuqua
Stan Lathan
Alex Timbers
Luis Valdez
Michael Mann
Mat Whitecross
Petra Costa
Robert Zemeckis
Jonathan Glazer
"James Lebrecht,Nicole Newnham"
Ed Perkins
"Raymie Muzquiz,Stu Livingston"
Kevin Smith
Frank Oz
John Irvin
Shane Acker
"Daniel Lindsay,T.J. Martin"
Jon Greenhalgh
"Will Becher,Richard Phelan"
"Christian Desmares,Franck Ekinci"
John Lee Hancock
Brian Helgeland
Alê Abreu
Patrick Brice
Jonathan Mostow
Jason Todd Ipson
Mani Ratnam
Louis C.K.
Álvaro Brechner
Alice Rohrwacher
Liz Garbus
Alex Lehmann
Zak Hilditch
Peter Berg
Rachel Mason
"Ethan Coen,Joel Coen"
Leslie Iwerks
Lars Klevberg
Thom Zimny
"Thurop Van Orman,John Rice"
Gillian Robespierre
Prasanth Varma
Andrea Arnold
"Richard da Costa,Alex Parkinson"
Abhishek Chaubey
Christian Gudegast
Haifaa Al-Mansour
Mark Waters
Clay Kaytis
David Soren
Howard Zieff
Paul Greengrass
"Steven Brill,Nicholaus Goossen"
Atom Egoyan
J.C. Chandor
Alexandra Dean
Alex Lehmann
Michael Bay
Larry David
Ted Braun
"Abhinay Deo,Akshat Verma"
"Constance Marks,Philip Shane"
Morgan Matthews
Trey Edward Shults
Jon Alpert
Patrick Brice
"Evan Goldberg,Seth Rogen"
"Gabriel Clarke,Torquil Jones"
Wolfgang Petersen
Craig Brewer
David Ayer
"Ben Howling,Yolanda Ramke"
Icíar Bollaín
Bernard Rose
"Hiromasa Yonebayashi,Giles New"
Matt Palmer
Angelina Jolie
Rene Liu
"Lou Adler,Tommy Chong"
James Wong
Michael Cuesta
Tiller Russell
Bert Marcus
David Mackenzie
Robert Luketic
Neil Armfield
Trey Edward Shults
"Noah Baumbach,Jake Paltrow"
"Chih-Yen Hsu,Mag Hsu"
Roger Spottiswoode
"Elizabeth Banks,Steven Brill,Steve Carr,Rusty Cundieff,James Duffy,Griffin Dunne,Peter Farrelly,Patrik Forsberg,Will Graham,James Gunn,Brett Ratner,Jonathan van Tulleken,Bob Odenkirk"
Ofir Raul Graizer
Eugenio Derbez
Ben Younger
Lukas Dhont
David Zucker
Ashwiny Iyer Tiwari
Shonali Bose
Ken Hughes
Neeraj Pandey
Ashutosh Gowariker
John Butler
Christian Ditter
"Jacques Perrin,Jacques Cluzaud"
David Bruckner
Kevin Phillips
Sian Heder
Chris Kelly
Nick Cassavetes
Nic Mathieu
McG
Joe Berlinger
Jerrold Tarog
Frank Coraci
Saul Dibb
Mark Craig
"Nate Adams,Adam Carolla"
"Alexandre Heboyan,Benoît Philippon"
"Stephanie Soechtig,Jeremy Seifert"
Ron Howard
Estevan Oriol
"Juan Pablo Rebella,Pablo Stoll"
Wayne Blair
Newt Arnold
Steve Loter
"Dylan Bank,Daniel DiMauro,Morgan Pehme"
Craig Johnson
Jim Field Smith
Gilles Paquet-Brenner
"Nana Ekvtimishvili,Simon Groß"
Andrew Dominik
Abhay Chopra
Michael Bay
Matthew Shoychet
Andrew Slater
Jeremy Saulnier
Sarah Gavron
Richie Smyth
McG
Genndy Tartakovsky
Tony Zierra
Ritesh Batra
Eddie Mensore
Asghar Farhadi
""
Brett Harvey
Peggy Holmes
Michael Apted
Saul Dibb
Rayka Zehtabchi
Barry W. Blaustein
"Kevin R. Adams,Joe Ksander,Ricardo Curtis"
Daniel Goldhaber
Houda Benyamina
Sandi Tan
Len Wiseman
Farah Khan
Jerry Rothwell
John Cromwell
Milind Dhaimade
Gauri Shinde
Prentice Penny
Russell Crowe
Chris Moukarbel
Jay Roach
Jason Krawczyk
Kevin Macdonald
Jeffrey Walker
Paul W.S. Anderson
"Anna Boden,Ryan Fleck"
Morgan Neville
Abhishek Kapoor
Sujoy Ghosh
Jason Reitman
Sam Dunn
Wes Craven
Jeff Tremaine
Stephen Chiodo
David Leveaux
Peter Berg
Jeremy Rush
Noah Baumbach
Lee Tamahori
Kar-Wai Wong
Dava Whisenant
Darnell Martin
Jeffrey Schwarz
Felix Thompson
Floria Sigismondi
Roland Emmerich
Alice Wu
Alan Yang
Leslye Headland
Robert Zemeckis
Brad Anderson
Woo-Ping Yuen
Pablo Larraín
Lone Scherfig
Roger Kumble
""
Daniel Raim
Ron Howard
Tanuja Chandra
Cary Joji Fukunaga
"Mark Dennis,Ben Foster"
David R. Ellis
Marcus Raboy
Jeffrey Walker
Randal Kleiser
Brett Haley
Andrey Zvyagintsev
Patrick Tatopoulos
Reema Kagti
"Leslie Small,Tim Story"
Phil Joanou
Akiva Schaffer
"Simon J. Smith,Steve Hickner"
"Stephen Daldry,Christian Duurvoort"
Mar Targarona
Ken Kwapis
Lee Fulkerson
Barry Levinson
Rajkumar Hirani
Hiroyuki Seshita
""
Rob Cohen
Chris Baugh
Jeremiah Zagar
Sean McNamara
"Joe Murray,Cosmo Segurson"
Steven Soderbergh
Aniruddha Roy Chowdhury
Rob Minkoff
Zachary Heinzerling
Romain Gavras
Cate Shortland
David Ayer
Ken Kwapis
Adam Leon
Abhishek Sharma
Thomas Vinterberg
Mimi Leder
Sara Colangelo
Brad Anderson
""
Frant Gwo
Erik Canuel
Bob Odenkirk
John Curran
Stanley Nelson
David Fairhead
Afia Nathaniel
John Milius
Sanjay Gupta
John Wells
Mark Christopher
Jon Gunn
Lynn Shelton
Andy Serkis
Paul Urkijo Alijo
John A. Davis
Oliver Stone
Nila Madhab Panda
"Anusha Rizvi,Mahmood Farooqui"
John Dower
""
Paul W.S. Anderson
Daniel J. Clark
Nicolas Cage
"David Pastor,Àlex Pastor"
"Kristina Goolsby,Ashley York"
Bobcat Goldthwait
Nicholas Zeig-Owens
Karthik Subbaraj
Tommy Avallone
"Harry Elfont,Deborah Kaplan"
Bob Nelson
Hugh Wilson
Florian Gallenberger
Ben Wheatley
Greg Berlanti
Michael Fimognari
Jon Watts
James Bridges
Jeff Pollack
Billy Corben
Barry Avrich
Larry Peerce
Russell Mulcahy
Michael Cuesta
Rakeysh Omprakash Mehra
"Roger Allers,Jill Culton,Anthony Stacchi"
Yance Ford
Alexander Witt
Alberto Rodríguez
Kevin Macdonald
James Mangold
"Jeremy Coon,Tim Skousen"
Peter Hutchings
Sion Sono
Kasper Collin
Richard Benjamin
Ariel Vromen
Steve Antin
Gastón Duprat
Bruce Beresford
Kyle Newacheck
"Bonni Cohen,Jon Shenk"
"Keiichi Hara,Stephanie Sheh,Michael Sinterniklaas"
Anne Fletcher
"Ricky Gervais,Matthew Robinson"
Simon Baker
Mark Raso
Dante Lam
Jeremy Saulnier
"Barak Goodman,Jamila Ephron"
Lynn Shelton
"Francesco Cinquemani,George Gallo"
"Kip Andersen,Keegan Kuhn"
Bruce Gowers
Esteban Sapir
"Zackary Canepari,Drea Cooper"
Robert Altman
Mike Flanagan
Mijke de Jong
Jennifer Peedom
Nicholas Hytner
Paco Cabezas
Imtiaz Ali
Ole Bornedal
Dustin Hoffman
Farhan Akhtar
Eva Orner
Charles Martin Smith
Raj Kumar Gupta
"Benjamin Turner,Gabe Turner"
Ivan Reitman
Erik Matti
Jennifer Phang
Phyllida Lloyd
Julius Avery
"Stig Bergqvist,Paul Demeyer"
Alessio Cremonini
J.D. Dillard
Rahul Dholakia
David Michôd
Tigmanshu Dhulia
Orson Welles
Makoto Shinkai
Peter Spirer
John Ridley
Nandita Das
Nagesh Kukunoor
"Alex Smith,Andrew J. Smith"
Will Allen
Jenny Gage
Clint Eastwood
"Haoling Li,Yoshitaka Takeuch,Xiaoxing Yi"
Haifaa Al-Mansour
James Wong
Beeban Kidron
Shekhar Kapur
Hikari
David Wain
Michel Gondry
Lasse Hallström
Elaine McMillion Sheldon
Sanjay Leela Bhansali
Malik Vitthal
Scott Aukerman
Daniel Stamm
Gary Fleder
Drake Doremus
Noël Wells
Jonathan Demme
Jonathan Liebesman
Greg Campbell
Ari Sandel
"Lyric R. Cabral,David Felix Sutcliffe"
Karan Johar
Mike Clattenburg
Ömer Faruk Sorak
"Jean-Loup Felicioli,Alain Gagnol"
Matthew Cooke
Wally Pfister
Anurag Basu
Chris Nelson
Bille August
Sujoy Ghosh
Rajkumar Santoshi
Luke Snellin
Steve Carr
Jeff Baena
Milind Rau
Errol Morris
"Roger Allers,Gaëtan Brizzi,Paul Brizzi,Joan C. Gratz,Mohammed Saeed Harib,Tomm Moore,Nina Paley,Bill Plympton,Joann Sfar,Michal Socha"
Mike Rohl
Oz Perkins
"Bert Marcus,Cyrus Saidi"
Karen Moncrieff
Patricia Rozema
"Jedd Wider,Todd Wider"
Rob Minkoff
Paul Dugdale
Elite Zexer
Pierre Morel
Zoya Akhtar
Mary Mazzio
John Lee
Gus Van Sant
Susan Johnson
"Roberta Grossman,Sophie Sartain"
Ivan Sen
William Eubank
Gideon Raff
Tarsem Singh
Blitz Bazawule
Jeff Baena
Walter Hill
Griffin Dunne
"Aaron Hann,Mario Miscione"
Bo Burnham
Bryan Bertino
Greg Barker
""
"Ryan Polito,Jake Szymanski"
Jim Mickle
Tarsem Singh
Vinil Mathew
Vikramaditya Motwane
Antoine Fuqua
Robin Swicord
Zach Braff
Masaaki Yuasa
Keanu Reeves
Christian Charles
Cyril Frankel
Pascal Laugier
Louis C.K.
"Peter Middleton,James Spinney"
Vince Marcello
Alexandre Aja
Michael Thelin
Lonny Price
Doug Liman
Olivia Newman
Fab 5 Freddy
Josh Greenbaum
Ramón Salazar
Jamie Linden
Mark Dindal
Jesse Dylan
""
""
Lance Bangs
"Leslie Small,Tim Story"
Dean Parisot
Benson Lee
Karen Moncrieff
Dimitri Logothetis
Abby Epstein
Sebastián Hofmann
Oliver Parker
Dylan Mohan Gray
Zoya Akhtar
Toa Fraser
Chad Hartigan
Joe Piscatella
Imtiaz Ali
Jamie M. Dagg
Atom Egoyan
J. Davis
Brandon Camp
Nancy Schwartzman
Eva Vives
David Mirkin
"David Sington,Heather Walsh"
"Leslie Small,Tim Story"
"Scott Aukerman,Akiva Schaffer"
Joe Robert Cole
Tony Elliott
"Bruce Malmuth,Gary Nelson"
Carlos Vermut
Andrzej Bartkowiak
Ho-Cheung Pang
Johannes Roberts
Vikramaditya Motwane
Mahmoud Sabbagh
Mark Steven Johnson
Chris Smith
Mark O'Connor
Dibakar Banerjee
Ian Samuels
Michael Carney
Don Mancini
S.S. Wilson
Timo Tjahjanto
"Hae Young Jung,Young Kyun Park,Jhonen Vasquez"
Aleksey German Jr.
"Lana Wachowski,Lilly Wachowski"
"David Pastor,Àlex Pastor"
"Banjong Pisanthanakun,Parkpoom Wongpoom"
"Katy Chevigny,Ross Kauffman"
Eric Stoltz
Fritz Böhm
Dan Gilroy
Joe Swanberg
Storm Saulter
Fernando González Molina
Jared Hess
John Scheinfeld
Emmanuel Mouret
Tinto Brass
"Madeleine Sami,Jackie van Beek"
Jay Roach
Seth Barrish
Spike Lee
Monika Mitchell
Greg Whiteley
Damien Leone
Paul W.S. Anderson
Gavin Fitzgerald
Shashanka Ghosh
Todd Holland
Jared Moshe
Farah Khan
Jennifer M. Kroot
Peter Chelsom
Philipp Stölzl
Vijay Lalwani
Sally Potter
Elizabeth Wood
Simon Wells
David Wnendt
"Joel Gallen,Tig Notaro"
Karan Johar
Min-ho Woo
"Jennifer Baichwal,Nicholas de Pencier"
David Cronenberg
So Yong Kim
"Joe Dante,Eric Goldberg"
"Beyoncé,Ed Burke"
Alex Zamm
Luke Sparke
Lynn Shelton
Michèle Ohayon
"J.J. Englert,Robert Krantz"
Sofia Coppola
Tetsuo Yajima
Israel Adrián Caetano
Florian Henckel von Donnersmarck
Cory Barlog
Joshua Z Weinstein
Jenna Laurenzo
Sonia Kennebeck
Nora Fingscheidt
Chia-Liang Liu
Dennie Gordon
Ben Shelton
Davis Guggenheim
Ribhu Dasgupta
Andy Fickman
Erik Nelson
Hrishikesh Mukherjee
Nicole Holofcener
John Fortenberry
"Hideaki Anno,Masayuki,Kazuya Tsurumaki"
Álex de la Iglesia
Paul Andrew Williams
Charlie McDowell
Steven Soderbergh
Hrishikesh Mukherjee
Justin McConnell
David Guy Levy
Yilmaz Erdogan
"Yilmaz Erdogan,Ömer Faruk Sorak"
Christopher Storer
Benedict Andrews
Aaron Lieber
Vincent Perez
Kiran Rao
Gerard McMurray
"Karim Amer,Jehane Noujaim"
Max Joseph
""
Rhys Thomas
"Igor Kovalyov,Norton Virgien"
Jay Karas
"David Alvarado,Jason Sussberg"
"David Palmer,Dax Shepard"
Sandeep Reddy Vanga
Ian Cheney
Nathan Morlando
Jay Karas
"Christina Clusiau,Shaul Schwarz"
Greg MacGillivray
Shree Narayan Singh
Wim Wenders
Trent Haaga
Ana Kokkinos
Toshiyuki Kubooka
Bilal Lashari
Daniel Lee
Maria Ripoll
Jesse V. Johnson
Dave Green
Sarah Adina Smith
Shrihari Sathe
Michael Lehmann
Paul Dugdale
Lance Bangs
Kyoko Miyake
Priyadarshan
Anurag Kashyap
Rhys Thomas
""
Roland Joffé
Liam O'Donnell
James McTeigue
John Erick Dowdle
""
Julius Onah
Peter Landesman
Abe Forsythe
Mani Ratnam
Toshiyuki Kubooka
Jon Amiel
Abhishek Varman
Bruce Robinson
Anthony Wonke
Marja-Lewis Ryan
Michael Tolajian
Rachel Lears
Shaad Ali
Neil Triffett
Skye Borgman
Billy Ray
Alain Desrochers
Alfonso Cuarón
Dharmendra Suresh Desai
Jesse V. Johnson
Tinge Krishnan
Sung-hoon Kim
Gabe Ibáñez
Alan Rickman
Troy Nixey
Amol Palekar
"Mike Diva,Akiva Schaffer"
Jennifer Kaytin Robinson
"Terry Hughes,Ian MacNaughton"
"Mitzi Vanessa Arreola,Amir Galván Cervera"
"Rod Blackhurst,Brian McGinn"
David Lee Miller
Andrew Niccol
Gerard Barrett
Shanker Raman
"Jon Lucas,Scott Moore"
Keenen Ivory Wayans
Tom Dey
Claire Scanlon
"Doron Paz,Yoav Paz"
Ricky Gervais
Alejandro Doria
Mati Diop
Liz Garbus
Woody Harrelson
James Mangold
Bill Oliver
Rohit Shetty
Toshiyuki Kubooka
Marti Noxon
Pa. Ranjith
Robert Altman
Mahesh Manjrekar
Christopher Smith
Lauren Miller Rogen
David Michôd
Sydney Freeland
Rod Blackhurst
Roger Kumble
Andy Tennant
Johanna Demetrakas
Kevin Rodney Sullivan
Ayan Mukherjee
Brian Knappenberger
Shannon Hartman
Maya Forbes
"Andrew Lau,Alan Mak,Ralph Rieckermann"
""
Jared Stern
Francesco Lettieri
Garry Marshall
George Stevens
Prosit Roy
Baran bo Odar
Ken Marino
Christopher Smith
Louis C.K.
Mark Waters
Chris Bolan
John Michael McDonagh
Farhan Akhtar
Clark Johnson
Drake Doremus
Gillian Armstrong
Abbas Tyrewala
Kirby Dick
Alex Infascelli
"Jill Bauer,Ronna Gradus"
Abhishek Kapoor
Karan Malhotra
"Anthony Caronna,Alexander Smith"
"Linda Saffire,Adam Schlesinger"
Farhan Akhtar
Chris Perkel
Martin Scorsese
Ari Sandel
Todor Chapkanov
Greg MacGillivray
Fernando Coimbra
Mae Czarina Cruz
Vincenzo Natali
Leslie Small
Errol Morris
Elliot Hegarty
Alik Sakharov
"Michelangelo Antonioni,Wim Wenders"
April Mullen
"Heidi Ewing,Rachel Grady"
Natalie Portman
Gareth Edwards
Fred Schepisi
Brian De Palma
Andrew Bujalski
Tim Hill
Kiké Maíllo
"Ricki Stern,Anne Sundberg"
Ömer Faruk Sorak
Mimi Leder
"Luis Alfaro,Pablo Lejarreta"
Jay Chapman
David R. Ellis
Noriyuki Abe
"Bo Burnham,Christopher Storer"
Tyler Perry
"Bobby Farrelly,Peter Farrelly"
Jonathan Sobol
Yilmaz Erdogan
Ernie Barbarash
Oliver Daly
Hatem Khraiche
Barry Sonnenfeld
Jake Szymanski
V. Scott Balcerek
"Yasushi Kawamura,Kei'ichi Sato"
Hark Tsui
Federico D'Alessandro
Lena Khan
"Kathleen Hepburn,Elle-Máijá Tailfeathers"
Gillian Robespierre
Kevin Smith
David Cronenberg
Eli Craig
"Jay Karas,Rami Hachache"
Steven R. Monroe
Dash Shaw
Kunihiko Yuyama
"Kip Andersen,Keegan Kuhn"
"Bo Burnham,Christopher Storer"
Daniel Gray Longino
"Fabio Guaglione,Fabio Resinaro"
Brent Maddock
Jay Karas
Harold Cronk
Michael Drumm
Johnnie To
Aanand L. Rai
Brian Smrz
Tristan Ferland Milewski
Mark Williams
""
Werner Herzog
"Lasse Hallström,Joe Johnston"
Matthew Ross
Stephan Rick
Kyle Rideout
"Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap"
Sofia Coppola
Cathy Garcia-Molina
Dan Bush
Irek Dobrowolski
Demetri Martin
Shelly Chopra Dhar
Anthony Byrne
Prabhu Deva
Jay Chou
Travis Stevens
Sean Foley
David Lynch
Michael M. Scott
Ashutosh Gowariker
Victor Zarcoff
Dan Forrer
Zack Whedon
Paul Weitz
Perry Lang
Tensai Okamura
Hajime Kamegaki
Cathy Garcia-Molina
Hajime Kamegaki
Laura Brownson
Hannes Stöhr
Ahsan Rahim
Hakan Yonat
Kundan Shah
"Jan Lachauer,Max Lang"
"Kevin Booth,David Johndrow"
Hannah Fidell
"Ali Taner Baltaci,Cem Yilmaz"
Alejandra Márquez Abella
""
Habib Faisal
Atom Egoyan
Stephanie Laing
Hirotsugu Kawasaki
Eric Lavaine
Gilles Paquet-Brenner
Elle Callahan
Johnny Kevorkian
Neal Brennan
Felix van Groeningen
Manmohan Desai
Ziga Virc
Ana Lily Amirpour
Banjong Pisanthanakun
Trivikram Srinivas
Joram Lürsen
Steven Brill
"Lydia Tenaglia,Morgan Fallon"
John Crowley
Jason Stone
Vipul Amrutlal Shah
Paresh Mokashi
Brett Haley
Javier Ruiz Caldera
Samu Fuentes
Andy Tennant
Ben C. Lucas
Faozan Rizal
Kevin Smith
Stefon Bristol
"Heber Cannon,Marston Sawyers,Ian Wittenber"
"Kief Davidson,Richard Ladkani"
Brie Larson
Isaac Florentine
Jon J. Whelan
Eli Roth
""
Brian O'Malley
Atsuko Ishizuka
Priyadarshan
Adam Alleca
Jason Spingarn-Koff
Michael Steiner
John L. Spencer
Levan Tsikurishvili
Michael Mazzola
Barney Clay
Jim Strouse
Steven Brill
Mark Neveldine
"Will Lovelace,Dylan Southern"
Katherine Brooks
Jota Linares
Fernando González Molina
Darren Lynn Bousman
Oliver Kienle
Vicky Jewson
Wilson Coneybeare
Spike Jonze
""
Anurag Singh
Richard Loncraine
Adam Randall
Shannon Hartman
Jay Baruchel
Jeff Baena
Pat Healy
Cheh Chang
Isold Uggadottir
"Brendan Malloy,Emmett Malloy"
Jason Orley
Justin Kelly
Mae Czarina Cruz
Mark Tonderai
Hrishikesh Mukherjee
Carly Stone
Tyler Perry
Jonathan Levine
"Masahiko Murata,Kazuchika Kise"
Atlee Kumar
Jay Karas
Stephen Chbosky
Duncan Jones
"John Stockwell,Paulette Victor-Lifton"
Peter Howitt
Matthias Hoene
Michael John Warren
Johnnie To
Mike Clattenburg
Jim Sheridan
Laxman Utekar
Miguel Arteta
Arnab Chaudhuri
Craig Leeson
Nadia Hallgren
Cüneyt Kaya
Renny Harlin
"Nate Adams,Adam Carolla"
R.J. Daniel Hanna
Linda Mendoza
Toshiya Shinohara
Cindy Chupack
"Akiyuki Shinbo,Nobuyuki Takeuchi"
"David Benioff,D.B. Weiss"
Vishal Bhardwaj
""
Kenny Leon
Manuel Martín Cuenca
Steven Soderbergh
Joshua Marston
Imtiaz Ali
Shana Feste
Tyler Spindel
Donald Petrie
Gareth Evans
Fabrice du Welz
Woo-Ping Yuen
Patrice Laliberté
Sebastian DiNatale
Chris Bould
Walter Hill
Ram Gopal Varma
Brendon Marotta
Prakash Jha
Oliver Schmitz
"Takeru Nakajima,Yoshiyuki Okada"
Brian De Palma
Aziz Mirza
Dean Wright
Garry Marshall
Maria Pulera
"Rob LaDuca,Robert C. Ramirez"
Jesse V. Johnson
Seth Barrish
David Oelhoffen
Joe Berlinger
Desingh Periyasamy
Prashant Nair
Raja Gosnell
Jay Chapman
Michael Simon
Rob Cohen
Amy Poehler
Burak Aksak
""
Kyle Newman
Spike Lee
Marty Callner
Mike Wiluan
Ezekiel Norton
Troy Miller
Tom Tykwer
Gregory Caruso
Lynn Shelton
"Anthony Anderson,Gary Binkow"
Walerian Borowczyk
Gerardo Olivares
Masahiko Murata
Gaby Dellal
"Jennifer Siebel Newsom,Kimberlee Acquaro"
William Wyler
John Schultz
"Roxanne Benjamin,Karyn Kusama,St. Vincent,Jovanka Vuckovic"
Joe DeMaio
Mehmet Ada Öztekin
Marcel Barrena
Indra Kumar
Oded Raz
"Atsushi Takeuchi,Kazuchika Kise"
Riri Riza
Vishal Bhardwaj
Sachin Yardi
Paul Solet
Antoine Bardou-Jacquet
Karey Kirkpatrick
Sriram Raghavan
Bruce W. Smith
Mandie Fletcher
Toshiyuki Tsuru
Toshiya Shinohara
"Anthony Scott Burns,Kevin Kölsch,Nicholas McCarthy,Adam Egypt Mortimer,Gary Shore,Kevin Smith,Sarah Adina Smith,Scott Stewart,Dennis Widmyer"
Jay Karas
Adam Bhala Lough
Joe Nussbaum
"Robert Nixon,Fisher Stevens"
"Vikas Bahl,Nitesh Tiwari"
Christopher Guest
Jay Karas
Sung-hyun Yoon
Andrew Douglas
Lijo Jose Pellissery
Marcus Raboy
Adam Dubin
Dibakar Banerjee
Jonathan Levine
Michael Dowse
Prakash Jha
""
Hakan Algül
Matt D'Avella
Peter Hutchings
Toshiya Shinohara
Martín Hodara
"David Alonso,Enrique Gato"
Fien Troch
""
David S. Ward
""
Raj Kumar Gupta
Abhinay Deo
Todd Biermann
Salima Koroma
Brian Smith
Rudy Soedjarwo
Quinn Lasher
"Yasuto Nishikata,Noriyuki Abe"
Harjit Singh
Chris Bould
Eléonore Pourriat
"John Eng,Norton Virgien"
Shannon Hartman
Milan Luthria
Samuel Brownfield
Daniel Monzón
Adam Smith
William Bindley
Ciarán Foy
Donick Cary
Elvira Lind
Takashi Yamazaki
Clay Glen
Devashish Makhija
Alex Ranarivelo
Miguel Ángel Lamata
Michael Tiddes
Claire Scanlon
"David Morris,Jacqui Morris"
