title
"crude and sexual humor, language and some drug content"
"strong violence, sexual content and adult language"
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Restricted. May be inappropriate for children 17 and under.
some sexual material
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
""
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
for thematic material and language
For mature audiences.  May not be suitable for children 17 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
""
For mature audiences.  May not be suitable for children 17 and under.
""
""
For mature audiences.  May not be suitable for children 17 and under.
Parental guidance suggested. May not be suitable for children.
""
""
""
This movie has not been rated.
language and some crude sexual humor
"adult content, adult language and mild violence"
Parental guidance suggested. May not be suitable for children.
some sex-related material
"crude and suggestive humor, and for language"
"thematic elements, brief violence and innuendo"
Suitable for all ages.
some violence and one sexual scene
"thematic elements, scary images, some language and suggestive humor"
General Audiences. Suitable for all ages.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Suitable for all ages.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
"For some rude and suggestive material, and for language."
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
"thematic material involving threatening behavior, and for violence and sexuality"
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Suitable for all ages.
mild thematic elements
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
""
""
For mature audiences.  May not be suitable for children 17 and under.
language and some crude sexual humor
Parental guidance suggested. May not be suitable for children.
language and some sexual humor
"pervasive drug content and language, some violence and sexuality"
Suitable for all ages.
Suitable for all ages.
some violence and one sexual scene
General Audiences. Suitable for all ages.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
"For some rude and suggestive material, and for language."
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
"pervasive sexual content, brief graphic nudity, language and some drug use"
Parents strongly cautioned. May be inappropriate for children under 13.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
mild action and some rude humor
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
"some thematic elements, rude humor and action"
mild thematic elements
"strong crude sexual content, pervasive language, and drug use"
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
""
For mature audiences.  May not be suitable for children 17 and under.
""
""
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parental guidance suggested. May not be suitable for all children.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parental guidance suggested. May not be suitable for all children.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
some violent content and mature thematic elements
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
This movie has not been rated.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
strong violence and language throughout
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
""
""
For mature audiences.  May not be suitable for children 17 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
"dialogue, language, sexual situations and violence"
For mature audiences.  May not be suitable for children 17 and under.
Parental guidance suggested. May not be suitable for all children.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
strong violence and language throughout
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
""
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
""
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
""
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parental guidance suggested. May not be suitable for all children.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
""
For mature audiences.  May not be suitable for children 17 and under.
For mature audiences.  May not be suitable for children 17 and under.
Parents strongly cautioned. May be unsuitable for children ages 14 and under.
some scary images
"some rude humor, language and some scary action"
General Audiences. Suitable for all ages.
"animated action violence, some scary cartoon images and mild language"
"sci-fi action violence throughout, brief language and momentary smoking"
"thematic elements, scary images, some language and suggestive humor"
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
Suitable for all ages.
Suitable for children ages 7 and older
Suitable for all ages.
Suitable for all ages.
Parental guidance suggested. May not be suitable for all children.
Suitable for all ages.
Suitable for children ages 7 and older
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Parental guidance suggested. May not be suitable for all children.
Suitable for children ages 7 and older
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
Suitable for children ages 7 and older
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Parental guidance suggested. May not be suitable for children.
Suitable for all ages.
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
fantasy action
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older
Parental guidance suggested. May not be suitable for all children.
for some sequences of scary action and peril
for rude humor and action
for action and some rude humor
Suitable for all ages.
"action violence throughout, some scary images, and language"
Suitable for all ages.
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
some scary images
General Audiences. Suitable for all ages.
"some rude humor, language and some scary action"
fantasy action and mild language
"sci-fi action violence throughout, brief language and momentary smoking"
Suitable for all ages.
Suitable for children ages 7 and older
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
Suitable for children ages 7 and older
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Parental guidance suggested. May not be suitable for all children.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older
Suitable for children ages 7 and older
Suitable for children ages 7 and older.  Content contains fantasy violence.
General Audiences. Suitable for all ages.
Parental guidance suggested. May not be suitable for all children.
Suitable for all ages.
action and some rude humor
Suitable for children ages 7 and older
"action and violence throughout, and mild language"
Suitable for children ages 7 and older
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
fantasy action
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Parental guidance suggested. May not be suitable for all children.
Suitable for children ages 7 and older
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for children ages 7 and older
Suitable for children ages 7 and older
Suitable for children ages 7 and older
"action violence throughout, some scary images, and language"
""
some rude dialogue
slapstick action and mild language
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
"some rude humor, language and some scary action"
mild sci-fi action
"some scary action, rude humor and language"
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
"action violence, language and rude humor"
General Audiences. Suitable for all ages.
"animated action violence, some scary cartoon images and mild language"
mild suggestive humor
sequences of martial arts action
"thematic elements, scary images, some language and suggestive humor"
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for children ages 7 and older
Suitable for all ages.
Suitable for all ages.
mild action and some rude humor
Suitable for all ages.
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
Suitable for all ages.
"some scary images, action and rude humor"
Suitable for children ages 7 and older
Suitable for children ages 7 and older.  Content contains fantasy violence.
"scary and intense creature action and images, and for some rude humor"
martial arts action and some mild rude humor
"some thematic elements, rude humor and action"
for some sequences of scary action and peril
Suitable for children ages 7 and older
rude humor and some action
General Audiences. Suitable for all ages.
for rude humor and action
fantasy action/peril and some language
mild thematic elements
for action and some rude humor
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
some rude dialogue
moderate adult language and intense action
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
mild sci-fi action
action sequences and peril
adult content and mld violence
General Audiences. Suitable for all ages.
General Audiences. Suitable for all ages.
some mild action
"animated action violence, some scary cartoon images and mild language"
mild suggestive humor
sequences of martial arts action
Suitable for all ages.
Suitable for all ages.
Parental guidance suggested. May not be suitable for all children.
General Audiences. Suitable for all ages.
Parental guidance suggested. May not be suitable for all children.
Suitable for all ages.
Suitable for children ages 7 and older
Parental guidance suggested. May not be suitable for all children.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
mild action and rude humor
Suitable for all ages.
Suitable for all ages.
Suitable for all ages.
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
action and rude humor
Suitable for children ages 7 and older.  Content contains fantasy violence.
Suitable for all ages.
"some scary images, action and rude humor"
Suitable for children ages 7 and older.  Content contains fantasy violence.
mild thematic elements
Suitable for all ages.
