benchmark,query_table,query_column,candidate_table,candidate_column,methods,method_scores,lexical_score,query_unique_values,candidate_unique_values
wt-wdc,AJ-california-govs-1_source_Time_in_Office.csv,title,target_074240.csv,title,snoopy,"{""snoopy"": 0.601496}",1.0000,"[""(2003 - 2011)"", ""(1999 - 2003)"", ""(1991 - 1999)"", ""(1983 - 1991)"", ""(1967 - 1975)"", ""(1959 - 1967)"", ""(1953 - 1959)"", ""(1943 - 1953)"", ""(1939 - 1943)"", ""(1934 - 1939)"", ""(1931 - 1934)"", ""(1927 - 1931)"", ""(1923 - 1927)"", ""(1917 - 1923)"", ""(1911 - 1917)"", ""(1907 - 1911)"", ""(1903 - 1907)"", ""(1899 - 1903)"", ""(1895 - 1899)"", ""(1891 - 1895)"", ""(1887 - 1891)"", ""(1887 - 1887)"", ""(1883 - 1887)"", ""(1880 - 1883)"", ""(1875 - 1880)""]","[""John Avery"", ""-"", ""Jeff Blackshear"", ""Willie Blade"", ""Leonard Burton"", ""Bobby Byrd"", ""Lonny Calicchio"", ""Wesley Carroll"", ""Kory Chapman"", ""Dan Footman"", ""Roy Hart"", ""Cletidus Hunt"", ""Cortez Kennedy"", ""Emarlos Leroy"", ""Bill McCollins"", ""Jeff Miller"", ""Bryant Mix"", ""Alton Montgomery"", ""Gerald Perry"", ""Roell Preston"", ""Andre Rone"", ""Eric Smith"", ""Fred Thomas"", ""Cassius Ware"", ""Colston Weatherington"", ""Leonard Wheeler"", ""Henry Williams""]"
wt-wdc,AJ-california-govs-2_source_Governor.csv,title,target_026367.csv,title,deepjoin,"{""deepjoin"": 0.652407}",1.0000,"[""Peter Hardeman Burnett; November 15 1807 – May 17 1895; (Aged 87)"", ""John McDougall; ca. 1818 – March 30 1866; (Aged 48)"", ""John Bigler; January 8 1805 – November 29 1871; (Aged 66)"", ""J. Neely Johnson; August 2 1825 – August 31 1872; (Aged 47)"", ""John B. Weller; February 22 1812 – August 17 1875; (Aged 63)"", ""Milton Latham; May 23 1827 – March 4 1882; (Aged 54)"", ""John G. Downey; June 24 1827 – March 1 1894; (Aged 66)"", ""Leland Stanford; March 9 1824 – June 21 1893; (Aged 69)"", ""Frederick Low; June 30 1828 – July 21 1894; (Aged 66)"", ""Henry Huntly Haight; May 20 1825 – September 2 1878; (Aged 53)"", ""Newton Booth; December 30 1825 – July 14 1892; (Aged 66)"", ""Romualdo Pacheco; October 31 1831 – January 23 1899; (Aged 67)"", ""William Irwin; ca. 1827 – March 15 1886; (Aged 58–59)"", ""George Clement Perkins; August 23 1839 – February 26 1923; (Aged 83)"", ""George Stoneman; August 8 1822 – September 5 1894; (Aged 72)"", ""Washington Bartlett; February 29 1824 – September 12 1887; (Aged 63)"", ""Robert Waterman; December 15 1826 – April 12 1891; (Aged 64)"", ""Henry Markham; November 16 1840 – October 9 1923; (Aged 82)"", ""James Budd; May 18 1851 – July 30 1908; (Aged 57)"", ""Henry Gage; December 25 1852 – August 28 1924; (Aged 71)"", ""George Pardee; July 25 1857 – September 1 1941; (Aged 84)"", ""James Gillett; September 20 1860 – April 20 1937; (Aged 76)"", ""Hiram Johnson; September 2 1866 – August 6 1945; (Aged 78)"", ""William Stephens; December 26 1859 – April 25 1944; (Aged 84)"", ""Friend Richardson; December 1 1865 – September 6 1943; (Aged 77)"", ""C.C. Young; April 28 1869 – December 24 1947; (Aged 78)"", ""James Rolph; August 23 1869 – June 2 1934; (Aged 64)"", ""Frank Merriam; December 22 1865 – April 25 1955; (Aged 89)"", ""Culbert Olson; November 7 1876 – April 13 1962; (Aged 85)"", ""Earl Warren; March 19 1891 – July 9 1974; (Aged 83)"", ""Goodwin Knight; December 9 1896 – May 22 1970; (Aged 73)"", ""Pat Brown; April 21 1905 – February 16 1996; (Aged 90)"", ""Ronald Reagan; February 6 1911 – June 5 2004; (Aged 93)"", ""Jerry Brown; April 7 1938 (age 77)"", ""George Deukmejian; June 6 1928 (age 87)"", ""Pete Wilson; August 3 1933 (age 82)"", ""Gray Davis; December 26 1942 (age 73)"", ""Arnold Schwarzenegger; July 30 1947 (age 68)""]","[""Ann"", ""Arthur"", ""Bert (Mrs.)"", ""Betty"", ""Burnett"", ""Catherine Parkes"", ""Charles Howard III"", ""Charley W."", ""Clevie (Mrs.)"", ""Dortha Ann"", ""Edward"", ""G. Bennie"", ""Hannah Francis"", ""Hattie"", ""Henry R."", ""Infant of Naomi"", ""J. M."", ""James"", ""John E."", ""John L."", ""John O."", ""Mary"", ""Mary (Mrs.)"", ""Mary E."", ""Mollie E. (Mrs.)"", ""Nancy"", ""Nat"", ""Nathaniel"", ""Pearl"", ""Richard"", ""Robert Lee"", ""Sarah (Mrs.)"", ""Thomas"", ""Thomas G."", ""Thomas H."", ""Wiley Carroll"", ""Will"", ""Will A."", ""William L."", ""George"", ""Alex Dennis"", ""Alice Alford (Mrs.)"", ""Alma"", ""Anna (Mrs.)"", ""Aubry"", ""Aufry"", ""Beatrice"", ""Brooksie"", ""C. D."", ""Charles Jr."", ""Charles Troy"", ""Charley"", ""Charlie"", ""Claud"", ""Cora Phillips"", ""Cordie"", ""E. Florence L."", ""E. L."", ""Earnest Lee"", ""Effie Ellen"", ""Eleanor S. (Mrs.)"", ""Ella Leonia"", ""Elsie"", ""Emma D. (Mrs.)""]"
wt-wdc,AJ-california-govs-2_source_Lieutenant_Governor.csv,title,target_010905.csv,title,deepjoin,"{""deepjoin"": 0.704719}",1.0000,"[""John McDougall"", ""David C. Broderick; (acting)"", ""Samuel Purdy"", ""Robert M. Anderson"", ""John Walkup"", ""John G. Downey"", ""Isaac N. Quinn; (acting); January 14 1860 – January 7 1861"", ""Pablo de la Guerra; (acting); January 7 1861 – January 10 1862"", ""John F. Chellis"", ""Tim N. Machin"", ""William Holden"", ""Romualdo Pacheco"", ""William Irwin; (acting)"", ""James A. Johnson"", ""John Mansfield"", ""John Daggett"", ""Robert Waterman"", ""Stephen M. White; (acting)"", ""John B. Reddick"", ""Spencer G. Millard; January 11 1895 – October 24 1895"", ""William T. Jeter; October 24 1895 – January 4 1899"", ""Jacob H. Neff"", ""Alden Anderson"", ""Warren R. Porter"", ""A.J. Wallace"", ""John M. Eshleman; (January 5 1915 – February 28 1916)"", ""Vacant; February 28 1916 – July 22 1916"", ""William Stephens; (July 22 1916 - March 15 1917)"", ""Vacant"", ""C.C. Young"", ""Buron Fitts; (1927-1928)"", ""H. L. Carnahan; (1928-1931)"", ""Frank Merriam"", ""George J. Hatfield"", ""Ellis E. Patterson; (1939-1943)"", ""Frederick Houser"", ""Goodwin Knight"", ""Harold J. Powers"", ""Glenn M. Anderson"", ""Robert Finch; (1967-1969)"", ""Edwin Reinecke; (1969-1974)"", ""John L. Harmer; (1974-1975)"", ""Mervyn M. Dymally"", ""Michael Curb"", ""Leo T. McCarthy"", ""Gray Davis"", ""Cruz Bustamante"", ""John Garamendi; (2007-2009)"", ""Abel Maldonado; (2009-2011)"", ""Gavin Newsom; (2011 - present)""]","[""T.A. (Mrs.)"", ""Tennessee Bass"", ""Tennie D."", ""Thomas"", ""Thomas Edward"", ""Thomas F."", ""Thomas G."", ""Tilman Howard"", ""Tom"", ""Tommie Lee"", ""Tunie"", ""Velmer M."", ""Verdie"", ""Victor Hugo"", ""Victoria"", ""Volney L."", ""W. D."", ""W. D. (Mrs.)"", ""W. M."", ""Walter Lee"", ""Wil Jr."", ""Will"", ""William"", ""William A."", ""William Clem"", ""William Dudley"", ""William R."", ""William Z."", ""Williard R. (Rev.)."", ""Willie"", ""Willie May"", ""Willie Meanie"", ""Willis"", ""Willis Hugh"", ""Willoughby"", ""Woodrow Wilson"", ""Annie Louela"", ""Bettie Anne (Mrs.)"", ""Cora"", ""Cornelious"", ""Doll Nelson"", ""Ed"", ""George S."", ""Hoarce Jr."", ""Hugh S. Jr."", ""Infant of Ruth"", ""Infant of W.B."", ""Jim"", ""John C."", ""John F."", ""John Thomas"", ""Kenneth"", ""Larkin"", ""Louis"", ""Mamie Leslie (Mrs.)"", ""Mary"", ""Mary E."", ""Melissia"", ""Minnie"", ""Minnie Lou"", ""Nannie L."", ""Nathan"", ""O. B."", ""Oscar""]"
wt-wdc,AJ-california-govs-2_source_Lieutenant_Governor.csv,title,target_064272.csv,title,deepjoin,"{""deepjoin"": 0.687056}",1.0000,"[""John McDougall"", ""David C. Broderick; (acting)"", ""Samuel Purdy"", ""Robert M. Anderson"", ""John Walkup"", ""John G. Downey"", ""Isaac N. Quinn; (acting); January 14 1860 – January 7 1861"", ""Pablo de la Guerra; (acting); January 7 1861 – January 10 1862"", ""John F. Chellis"", ""Tim N. Machin"", ""William Holden"", ""Romualdo Pacheco"", ""William Irwin; (acting)"", ""James A. Johnson"", ""John Mansfield"", ""John Daggett"", ""Robert Waterman"", ""Stephen M. White; (acting)"", ""John B. Reddick"", ""Spencer G. Millard; January 11 1895 – October 24 1895"", ""William T. Jeter; October 24 1895 – January 4 1899"", ""Jacob H. Neff"", ""Alden Anderson"", ""Warren R. Porter"", ""A.J. Wallace"", ""John M. Eshleman; (January 5 1915 – February 28 1916)"", ""Vacant; February 28 1916 – July 22 1916"", ""William Stephens; (July 22 1916 - March 15 1917)"", ""Vacant"", ""C.C. Young"", ""Buron Fitts; (1927-1928)"", ""H. L. Carnahan; (1928-1931)"", ""Frank Merriam"", ""George J. Hatfield"", ""Ellis E. Patterson; (1939-1943)"", ""Frederick Houser"", ""Goodwin Knight"", ""Harold J. Powers"", ""Glenn M. Anderson"", ""Robert Finch; (1967-1969)"", ""Edwin Reinecke; (1969-1974)"", ""John L. Harmer; (1974-1975)"", ""Mervyn M. Dymally"", ""Michael Curb"", ""Leo T. McCarthy"", ""Gray Davis"", ""Cruz Bustamante"", ""John Garamendi; (2007-2009)"", ""Abel Maldonado; (2009-2011)"", ""Gavin Newsom; (2011 - present)""]","[""Addie Mary"", ""Alice (Mrs.)"", ""James Wallace"", ""A. D."", ""Addie Lee"", ""Annie Duca"", ""Annie"", ""Armisted Monroe"", ""Barleigh"", ""Berkerley Taylor"", ""Corrine"", ""E. Bell"", ""Elima Stinnett (Mrs.)"", ""Elisha"", ""Fannie"", ""Fronnie"", ""H. Clay"", ""Homer David"", ""Infant of C. E."", ""Jack"", ""James Arnold"", ""James"", ""Jasper"", ""John"", ""L. C."", ""Lena"", ""Lucile"", ""Lynn A."", ""M. L."", ""Major"", ""Malindia Ann"", ""Martha Ann (Mrs.)"", ""Mary"", ""Mathis"", ""Miller B."", ""Mollie (Mrs.)"", ""Naomi Elizabeth"", ""Oletta Marjorie"", ""Pleasant G."", ""Will"", ""William Samuel"", ""Willie Jr."", ""Cora"", ""Mary (Mrs.)"", ""Willis Wright"", ""Russell J."", ""Bedford"", ""Ben"", ""Benjamin"", ""Calvin"", ""Carl L."", ""Carlos L."", ""Catherine"", ""Charles Henry"", ""Clifford"", ""Dave S."", ""DeMarcus"", ""Edward Maynard"", ""Elizabeth"", ""Eva (Mrs.)"", ""Fate"", ""Flossie"", ""Francis Miller"", ""Francis""]"
wt-wdc,AJ-california-govs-2_source_Lieutenant_Governor.csv,title,target_090414.csv,title,deepjoin,"{""deepjoin"": 0.702752}",1.0000,"[""John McDougall"", ""David C. Broderick; (acting)"", ""Samuel Purdy"", ""Robert M. Anderson"", ""John Walkup"", ""John G. Downey"", ""Isaac N. Quinn; (acting); January 14 1860 – January 7 1861"", ""Pablo de la Guerra; (acting); January 7 1861 – January 10 1862"", ""John F. Chellis"", ""Tim N. Machin"", ""William Holden"", ""Romualdo Pacheco"", ""William Irwin; (acting)"", ""James A. Johnson"", ""John Mansfield"", ""John Daggett"", ""Robert Waterman"", ""Stephen M. White; (acting)"", ""John B. Reddick"", ""Spencer G. Millard; January 11 1895 – October 24 1895"", ""William T. Jeter; October 24 1895 – January 4 1899"", ""Jacob H. Neff"", ""Alden Anderson"", ""Warren R. Porter"", ""A.J. Wallace"", ""John M. Eshleman; (January 5 1915 – February 28 1916)"", ""Vacant; February 28 1916 – July 22 1916"", ""William Stephens; (July 22 1916 - March 15 1917)"", ""Vacant"", ""C.C. Young"", ""Buron Fitts; (1927-1928)"", ""H. L. Carnahan; (1928-1931)"", ""Frank Merriam"", ""George J. Hatfield"", ""Ellis E. Patterson; (1939-1943)"", ""Frederick Houser"", ""Goodwin Knight"", ""Harold J. Powers"", ""Glenn M. Anderson"", ""Robert Finch; (1967-1969)"", ""Edwin Reinecke; (1969-1974)"", ""John L. Harmer; (1974-1975)"", ""Mervyn M. Dymally"", ""Michael Curb"", ""Leo T. McCarthy"", ""Gray Davis"", ""Cruz Bustamante"", ""John Garamendi; (2007-2009)"", ""Abel Maldonado; (2009-2011)"", ""Gavin Newsom; (2011 - present)""]","[""Steven B. Timm (presiding)"", ""Curtis L. Maschman"", ""Linda A. Bauer"", ""John F. Steinheider"", ""Todd J. Hutton"", ""Stefanie A. Martinez (presiding)"", ""Robert C. Wester"", ""Holly J. Parsley"", ""Timothy C. Phillips"", ""Vacant ."", ""Laurie J. Yardley"", ""Matthew L. Acton"", ""James L. Foster"", ""Thomas W. Fox"", ""Derek R. Vaughn"", ""Lawrence E. Barrett"", ""Susan M. Bazis"", ""Vacant Vacant"", ""Marcena M. Hendrix"", ""John E. Huber"", ""Marcela A. Keim"", ""Sheryl L. Lohaus"", ""Darryl R. Lowe"", ""Jeffrey L. Marcuzzo"", ""Craig Q. McDermott (presiding)"", ""Thomas K. Harmon"", ""Patrick R. McDermott"", ""Linda S. Caster Senff"", ""Frank J. Skorupa"", ""C. Jo Petersen (presiding)"", ""Stephen R. W. Twiss"", ""Douglas L. Luebe (presiding)"", ""Kurt T. Rager"", ""Kenneth J. Vampola"", ""C. Matthew Samuelson"", ""Donna F. Taylor (presiding)"", ""Michael L. Long (presiding)"", ""Ross A. Stoffer"", ""Alan L. Brodbeck (presiding)"", ""James J. Orr"", ""Tami K. Schendt"", ""Arthur S. Wetzel"", ""Philip M. Martin, Jr."", ""John P. Rademacher (presiding)"", ""Gerald R. Jorgensen"", ""Michael O. Mead"", ""Michael P. Burns"", ""Timothy E. Hoeft (presiding)"", ""Jeffrey M. Wightman (presiding)"", ""Edward D. Steenburg"", ""Michael E. Piccolo"", ""Kent D. Turnbull"", ""Anne M. Paine"", ""Randin R. Roland"", ""Russell W. Harford"", ""Kris D. Mickey"", ""James M. Worden"", ""Paul G. Wess (presiding)""]"
wt-wdc,AJ-california-govs-2_source_Party,title,target_004157,title,semsketch,"{""semsketch"": 0.5743654668331146}",1.0000,"[""Democratic"", ""American"", ""Republican"", ""Progressive""]","[""Republican National Cmte"", ""National Republican Congressional Cmte"", ""National Republican Senatorial Cmte"", ""2012 Tampa Bay Host Cmte"", ""Republican Party of Florida"", ""Republican Party of Ohio"", ""Committee on Arrangements/2012 Repub Convention"", ""Republican Party of Massachusetts"", ""Republican Party of Wisconsin"", ""Republican Party of Virginia"", ""Republican Federal Cmte of Pennsylvania"", ""Republican Party of Michigan"", ""Republican Party of North Carolina"", ""Colorado Republican Cmte"", ""Oklahoma Leadership Council"", ""Republican Party of Idaho"", ""Vermont Republican Federal Elections Cmte"", ""Republican Party of California"", ""Republican Party of Iowa"", ""Texas Republican Congressional Cmte"", ""New York Republican Federal Campaign Cmte"", ""Republican Party of Minnesota"", ""Republican Party of Illinois"", ""Missouri Republican State Cmte"", ""Indiana Republican State Cmte"", ""Republican Party of Kentucky"", ""Montana Republican State Central Cmte"", ""Republican Party of Washington"", ""New Hampshire Republican State Cmte"", ""Republican Party of Arizona"", ""Republican Party of Utah"", ""Republican Party of Georgia"", ""Republican Party of Alabama"", ""Republican Party of Tennessee"", ""Republican Party of North Dakota"", ""Republican Party of San Diego County"", ""Republican Party of Cuyahoga County"", ""New Jersey Republican State Cmte"", ""Republican Campaign Cmte of New Mexico"", ""Republican Party of South Carolina"", ""Connecticut Republican Campaign Cmte"", ""Republican Party of Nebraska"", ""Republican Central Cmte of Nevada"", ""Republican Party of Arkansas"", ""Republican Party of South Dakota"", ""Republican State Central Cmte/Maryland"", ""Republican Party of Hawaii"", ""Republican Party of Maine"", ""Republican Party of Oregon"", ""Seventh District Republican Cmte"", ""Washoe County Republican Party"", ""Republican Party of Mississippi"", ""Republican Party of Louisiana"", ""Republican State Cmte of Delaware"", ""Republican Party of West Virginia"", ""Republican Party of Kansas"", ""Republican Central Cmte of Orange County"", ""Republican Party of Alaska"", ""Republican Party of the District of Columbia"", ""Rhode Island Repub State Central Cmte"", ""Republican Party of Wyoming"", ""Republican Party of Dallas County"", ""California 2012 GOP Delegation"", ""Hillsborough County Republican Executive""]"
wt-wdc,AJ-california-govs-2_source_Party,title,target_037602,title,semsketch,"{""semsketch"": 0.5743654668331146}",1.0000,"[""Democratic"", ""American"", ""Republican"", ""Progressive""]","[""Republican National Cmte"", ""National Republican Congressional Cmte"", ""National Republican Senatorial Cmte"", ""2012 Tampa Bay Host Cmte"", ""Republican Party of Florida"", ""Republican Party of Ohio"", ""Committee on Arrangements/2012 Repub Convention"", ""Republican Party of Massachusetts"", ""Republican Party of Wisconsin"", ""Republican Party of Virginia"", ""Republican Federal Cmte of Pennsylvania"", ""Republican Party of Michigan"", ""Republican Party of North Carolina"", ""Colorado Republican Cmte"", ""Oklahoma Leadership Council"", ""Republican Party of Idaho"", ""Vermont Republican Federal Elections Cmte"", ""Republican Party of California"", ""Republican Party of Iowa"", ""Texas Republican Congressional Cmte"", ""New York Republican Federal Campaign Cmte"", ""Republican Party of Minnesota"", ""Republican Party of Illinois"", ""Missouri Republican State Cmte"", ""Indiana Republican State Cmte"", ""Republican Party of Kentucky"", ""Montana Republican State Central Cmte"", ""Republican Party of Washington"", ""New Hampshire Republican State Cmte"", ""Republican Party of Arizona"", ""Republican Party of Utah"", ""Republican Party of Georgia"", ""Republican Party of Alabama"", ""Republican Party of Tennessee"", ""Republican Party of North Dakota"", ""Republican Party of San Diego County"", ""Republican Party of Cuyahoga County"", ""New Jersey Republican State Cmte"", ""Republican Campaign Cmte of New Mexico"", ""Republican Party of South Carolina"", ""Connecticut Republican Campaign Cmte"", ""Republican Party of Nebraska"", ""Republican Central Cmte of Nevada"", ""Republican Party of Arkansas"", ""Republican Party of South Dakota"", ""Republican State Central Cmte/Maryland"", ""Republican Party of Hawaii"", ""Republican Party of Maine"", ""Republican Party of Oregon"", ""Seventh District Republican Cmte"", ""Washoe County Republican Party"", ""Republican Party of Mississippi"", ""Republican Party of Louisiana"", ""Republican State Cmte of Delaware"", ""Republican Party of West Virginia"", ""Republican Party of Kansas"", ""Republican Central Cmte of Orange County"", ""Republican Party of Alaska"", ""Republican Party of the District of Columbia"", ""Rhode Island Repub State Central Cmte"", ""Republican Party of Wyoming"", ""Republican Party of Dallas County"", ""California 2012 GOP Delegation"", ""Hillsborough County Republican Executive""]"
wt-wdc,AJ-california-govs-2_source_Party,title,target_047239,title,semsketch,"{""semsketch"": 0.577794075012207}",1.0000,"[""Democratic"", ""American"", ""Republican"", ""Progressive""]","[""FRIENDS OF PHIL HARE - Democrat"", ""BLUE ILLINOIS 2010 - Democrat"", ""ILLINOIS SENATE 2010 - Democrat"", ""RODNEY ALEXANDER FOR CONGRESS INC. - Republican"", ""ILLINOIS VICTORY FUND 2010 - Democrat"", ""COMMITTEE TO ELECT JEFF MILLER - Republican"", ""KIRKLAND FOR CONGRES - Republican"", ""DEMOCRATIC CONGRESSIONAL CAMPAIGN COMMITTEE - Democrat"", ""RICHARD BURR COMMITTEE; THE - Republican"", ""KENDRICK MEEK FOR FLORIDA INC - Democrat"", ""DNC SERVICES CORPORATION/DEMOCRATIC NATIONAL COMMITTEE - Democrat"", ""SCHAUER FOR CONGRESS - Democrat"", ""FRIENDS OF BYRON DORGAN - Democrat"", ""JESSE JACKSON JR FOR CONGRESS - Democrat"", ""ALEXI FOR ILLINOIS - Democrat"", ""HALVORSON FOR CONGRESS - Democrat"", ""ELLSWORTH FOR INDIANA - Democrat"", ""GREG NEWMAN FOR CONGRESS - Republican"", ""PRAIRIE POLITICAL ACTION COMMITTEE"", ""ROXANNE CONLIN FOR SENATE - Democrat"", ""FEINGOLD SENATE COMMITTEE - Democrat"", ""ROBIN CARNAHAN FOR SENATE - Democrat"", ""MCCASKILL FOR MISSOURI 2012 - Democrat"", ""FRIENDS OF SCHUMER - Democrat"", ""DEMOCRATIC SENATORIAL CAMPAIGN COMMITTEE - Democrat"", ""DAN SEALS FOR CONGRESS - Democrat"", ""QUIGLEY FOR CONGRESS - Democrat"", ""CITIZENS FOR ARLEN SPECTER - Democrat"", ""FRIENDS FOR HARRY REID - Democrat"", ""FRITCHEY FOR US - Democrat"", ""FRIENDS OF BARBARA BOXER - Democrat"", ""SCHAKOWSKY FOR CONGRESS - Democrat"", ""PEOPLE FOR PATTY MURRAY - Democrat"", ""FRIENDS OF SARA - Democrat"", ""ACTBLUE""]"
wt-wdc,AJ-california-govs-2_source_Party,title,target_057498,title,semsketch,"{""semsketch"": 0.5796447098255157}",1.0000,"[""Democratic"", ""American"", ""Republican"", ""Progressive""]","[""Republican National Cmte"", ""National Republican Congressional Cmte"", ""National Republican Senatorial Cmte"", ""Republican Party of Florida"", ""Republican Party of Ohio"", ""Republican Party of California"", ""Republican Party of Michigan"", ""Republican Party of Minnesota"", ""Republican Party of Virginia"", ""Republican Federal Cmte of Pennsylvania"", ""Texas Republican Congressional Cmte"", ""Republican Party of Wisconsin"", ""Republican State Cmte of Massachusetts"", ""Indiana Republican State Cmte"", ""Republican Party of Illinois"", ""Republican Party of Kentucky"", ""Republican Party of Washington"", ""North Carolina Republican Executive Cmte"", ""Republican Central Cmte of Nevada"", ""Missouri Republican State Cmte"", ""New York Republican Federal Campaign Cmte"", ""Republican Party of Georgia"", ""Colorado Republican Cmte"", ""Republican Party of Iowa"", ""Republican Party of Tennessee"", ""Republican Party of Alabama"", ""Republican Party of South Carolina"", ""Republican Party of Arkansas"", ""Republican Party of Arizona"", ""Republican Campaign Cmte of New Mexico"", ""Connecticut Republican Campaign Cmte"", ""Republican Party of Oregon"", ""Republican Party of North Dakota"", ""Republican Party of Hawaii"", ""New Hampshire Republican State Cmte"", ""Committee on Arrangements/2008 Repub Ntl Conv"", ""Republican State Cmte of Delaware"", ""Republican Party of San Diego County"", ""Republican State Central Cmte/Maryland"", ""Republican Party of Louisiana"", ""Republican Party of Mississippi"", ""Oklahoma Leadership Council"", ""Republican Party of Utah"", ""Committee on Arrangements/2012 Repub Convention"", ""New Jersey Republican State Cmte"", ""Republican Party of South Dakota"", ""Republican Party of Nebraska"", ""Republican Party of Kansas"", ""Seventh District Republican Cmte"", ""Republican Party of West Virginia"", ""Republican Party of Alaska"", ""Republican Party of Sacramento County"", ""Republican Central Cmte of Orange County"", ""Montana Republican State Central Cmte"", ""Riverside County Republican Central Cmte"", ""Republican Party of Idaho"", ""Republican Party of Maine"", ""Vermont Republican Federal Elections Cmte"", ""Republican Party of Dallas County"", ""Republican Party of Wyoming"", ""Stanislaus County Republican Central Cmte"", ""Republican Party of the District of Columbia"", ""Republican Central Cmte/Los Angeles County"", ""7th District Congressional Republican Cmte""]"
wt-wdc,AJ-california-govs-2_source_Party,title,target_066433,title,semsketch,"{""semsketch"": 0.5799434632062912}",1.0000,"[""Democratic"", ""American"", ""Republican"", ""Progressive""]","[""Placer Times"", ""Transcript"", ""Times & Transcript"", ""S. & M. Tribune"", ""Sac, to Index"", ""Journal"", ""Banner"", ""Californian"", ""Baptist Journal"", ""Statesman"", ""Illustrated Cal."", ""Democrat (No. 1)"", ""Recorder"", ""Cal. Almanac"", ""Farmer"", ""Tribune"", ""Tribune (No. 2)"", ""American"", ""Water Fount"", ""Spirit of the Age"", ""Evening Times"", ""Item"", ""Times"", ""Chinese News"", ""Star of Pacific"", ""State Sentinel"", ""Eye Glass"", ""Covenant"", ""Temp. Register"", ""Herald of Morning"", ""Phoenix"", ""Watch Dog"", ""Visitor"", ""Mercury"", ""Statesman (No. 2)"", ""Californian (No. 2)"", ""Baptist Circular"", ""Morning Star"", ""Register"", ""Standard"", ""Democrat (No. 2)"", ""News"", ""Coast"", ""Republican"", ""Evening Star"", ""Young America"", ""Golden Gate"", ""Chronicle"", ""Express"", ""Expositor"", ""My Paper"", ""Anti-Office Seeker"", ""Pioneer"", ""Footlight"", ""Blusterer"", ""Olive Branch"", ""Reporter"", ""Evening News"", ""Democrat (No. 3)"", ""Locomotive"", ""Champion"", ""World"", ""Free Press"", ""Occidental Star""]"
wt-wdc,AJ-california-govs-2_source_Party,title,target_070121,title,semsketch,"{""semsketch"": 0.5660214573144913}",1.0000,"[""Democratic"", ""American"", ""Republican"", ""Progressive""]","[""Miscellaneous Newspapers"", ""Amherst Journal & N. H. Advertiser"", ""Farmer's Cabinet"", ""Hillsboro' Telegraph"", ""Village Messenger"", ""Concord Gazette"", ""Concord Herald"", ""Concord Observer/N.H. Repository"", ""Courier of New Hampshire"", ""Mirrour"", ""Republican Gazetteer"", ""New Star"", ""American Patriot/New Hampshire Patriot"", ""New Hampshire Patriot"", ""New Hampshire Patriot & State Gazette"", ""New Hampshire Repository"", ""Concord Observer"", ""Repository and Observer"", ""New Hampshire Republican"", ""The Phoenix"", ""Political and Sentimental Repository"", ""Strafford Register"", ""Sun. Dover Gazette & County Advertiser (some years missing)"", ""American Herald of Liberty"", ""Constitutionalist"", ""Exeter Journal"", ""New Hampshire Gazette"", ""Freeman's Oracle"", ""Herald of Freedom"", ""Herald of Freedoml or Exeter Gazette"", ""American"", ""Dartmouth Gazette"", ""Eagle: or, Dartmouth Centinel"", ""New Hampshire Recorder"", ""New Hampshire Sentinel"", ""Rising Sun"", ""Amoskeg Memorial"", ""Dollar Weekly Mirror"", ""Manchester Memorial"", ""Manchester Daily Mirror (some years missing)"", ""Daily Mirror & American (only 1865 and 1869)"", ""Mirror & Farmer (two files, some overlap)"", ""Manchester Spy"", ""Telescope"", ""Federal Observer"", ""Herald of Gospel Liberty"", ""Portsmouth Journal ..."", ""Portsmouth Mercury"", ""New Hampshire Spy"", ""Portsmouth Oracle"", ""Portsmouth Oracle/Portsmouth Journal"", ""Oracle of the Day/United States Oracle"", ""Oracle Post"", ""Political Star"", ""War Journal"", ""People's Advocate"", ""Oracle of New Hampshire"", ""Democratic Republican"", ""New Hampshire Journal"", ""New Hampshire Mercury"", ""Farmer's Weekly Museum"", ""Political Observatory""]"
