query_table,candidate_table,query_col,candidate_col,score
datalake-imdb_ijs_directors_genres.csv,datalake-imdb_ijs_movies_genres.csv,0,0,0.8709
datalake-imdb_ijs_directors_genres.csv,datalake-imdb_ijs_movies_genres.csv,1,1,0.9816
datalake-imdb_ijs_directors_genres.csv,datalake-tv_shows.csv,0,0,0.8053
datalake-imdb_ijs_directors_genres.csv,datalake-top50.csv,0,0,0.7575
datalake-imdb_ijs_directors_genres.csv,datalake-top50.csv,1,3,0.7822
datalake-imdb_ijs_directors_genres.csv,datalake-MoviesOnStreamingPlatforms_updated.csv,0,0,0.8079
datalake-imdb_ijs_directors_genres.csv,datalake-MoviesOnStreamingPlatforms_updated.csv,0,3,0.7125
datalake-imdb_ijs_directors_genres.csv,datalake-MoviesOnStreamingPlatforms_updated.csv,2,0,0.7270
datalake-imdb_ijs_directors_genres.csv,datalake-MoviesOnStreamingPlatforms_updated.csv,2,13,0.7461
datalake-imdb_ijs_directors_genres.csv,datalake-fifa_ranking.csv,2,3,0.7783
datalake-imdb_ijs_directors_genres.csv,datalake-fifa_ranking.csv,2,11,0.7265
datalake-imdb_ijs_directors_genres.csv,datalake-fifa_ranking.csv,2,13,0.7334
datalake-most_frequent_names.csv,datalake-colors.csv,1,1,0.7191
datalake-most_frequent_names.csv,datalake-pte_non_ar_6c_ring.csv,4,1,0.7126
datalake-most_frequent_names.csv,datalake-billboard_lyrics_1964-2015.csv,0,0,0.7874
datalake-most_frequent_names.csv,datalake-billboard_lyrics_1964-2015.csv,3,3,0.7179
datalake-most_frequent_names.csv,datalake-Distributions_data_2016.csv,0,1,0.7590
datalake-most_frequent_names.csv,datalake-Brainsize.csv,2,0,1.0000
datalake-most_frequent_names.csv,datalake-plasma_retinol.csv,2,1,0.9642
datalake-most_frequent_names.csv,datalake-world_countryLanguage.csv,0,3,0.7752
datalake-most_frequent_names.csv,datalake-imdb_ijs_movies.csv,0,3,0.7184
datalake-most_frequent_names.csv,datalake-imdb_ijs_movies.csv,4,2,0.7043
datalake-most_frequent_names.csv,datalake-affirmative_asylum.csv,4,10,0.7161
datalake-most_frequent_names.csv,datalake-movies.csv,0,9,0.7086
datalake-most_frequent_names.csv,datalake-movies.csv,3,14,0.7343
datalake-most_frequent_names.csv,datalake-WA_Fn-UseC_-HR-Employee-Attrition.csv,2,11,0.9992
datalake-most_frequent_names.csv,datalake-WA_Fn-UseC_-HR-Employee-Attrition.csv,4,3,0.7349
datalake-most_frequent_names.csv,datalake-WA_Fn-UseC_-HR-Employee-Attrition.csv,4,18,0.7253
datalake-most_frequent_names.csv,datalake-WA_Fn-UseC_-HR-Employee-Attrition.csv,4,19,0.7391
datalake-most_frequent_names.csv,datalake-pte_nitro.csv,0,1,0.7732
datalake-most_frequent_names.csv,datalake-pte_phenol.csv,0,1,0.7647
datalake-most_frequent_names.csv,datalake-imdb_ijs_actors.csv,1,1,0.8270
datalake-most_frequent_names.csv,datalake-imdb_ijs_actors.csv,2,3,0.7619
datalake-most_frequent_names.csv,datalake-pte_methoxy.csv,0,1,0.7605
datalake-most_frequent_names.csv,datalake-financial_order.csv,0,0,0.7722
datalake-most_frequent_names.csv,datalake-who_suicide_statistics.csv,2,2,0.9642
datalake-most_frequent_names.csv,datalake-who_suicide_statistics.csv,3,1,0.7388
datalake-most_frequent_names.csv,datalake-top10s.csv,0,10,0.7146
datalake-most_frequent_names.csv,datalake-top10s.csv,3,4,0.7261
datalake-most_frequent_names.csv,datalake-IMDB-Movie-Data.csv,0,0,0.7767
datalake-most_frequent_names.csv,datalake-IMDB-Movie-Data.csv,3,6,0.7133
datalake-most_frequent_names.csv,datalake-iq_brain_size.csv,2,5,0.9642
datalake-most_frequent_names.csv,datalake-Reveal_EEO1_for_2016.csv,0,5,0.7270
datalake-most_frequent_names.csv,datalake-Reveal_EEO1_for_2016.csv,2,3,0.8265
datalake-most_frequent_names.csv,datalake-Reveal_EEO1_for_2016.csv,4,5,0.7617
datalake-most_frequent_names.csv,datalake-USA_cars_datasets.csv,0,1,0.7200
datalake-most_frequent_names.csv,datalake-USA_cars_datasets.csv,3,4,0.7306
datalake-most_frequent_names.csv,datalake-countries_of_the_world.csv,0,13,0.7213
datalake-most_frequent_names.csv,datalake-countries_of_the_world.csv,0,20,0.7061
datalake-most_frequent_names.csv,datalake-countries_of_the_world.csv,4,2,0.7197
datalake-most_frequent_names.csv,datalake-ipums_la_98-small.csv,0,5,0.7212
datalake-most_frequent_names.csv,datalake-ipums_la_98-small.csv,0,54,0.7439
datalake-most_frequent_names.csv,datalake-ipums_la_98-small.csv,2,29,0.9642
datalake-most_frequent_names.csv,datalake-ipums_la_98-small.csv,4,54,0.7033
datalake-most_frequent_names.csv,datalake-tv_shows.csv,0,0,0.7061
datalake-most_frequent_names.csv,datalake-tv_shows.csv,3,2,0.7101
datalake-most_frequent_names.csv,datalake-tv_shows.csv,4,2,0.7071
datalake-most_frequent_names.csv,datalake-financial_client.csv,2,1,0.8206
datalake-most_frequent_names.csv,datalake-MoviesOnStreamingPlatforms_updated.csv,0,13,0.7092
datalake-most_frequent_names.csv,datalake-MoviesOnStreamingPlatforms_updated.csv,4,2,0.7102
datalake-most_frequent_names.csv,datalake-Tech_sector_diversity_demographics_2016.csv,2,2,0.9346
datalake-most_frequent_names.csv,datalake-AdventureWorks2014_currency.csv,1,1,0.7197
datalake-most_frequent_names.csv,datalake-imdb_ijs_directors.csv,1,1,0.8430
datalake-most_frequent_names.csv,datalake-imdb_ijs_directors.csv,1,2,0.7874
datalake-most_frequent_names.csv,datalake-fifa_ranking.csv,0,0,0.7705
datalake-most_frequent_names.csv,datalake-fifa_ranking.csv,0,3,0.7094
datalake-most_frequent_names.csv,datalake-fifa_ranking.csv,0,5,0.7027
datalake-AdventureWorks2014_vendor.csv,datalake-colors.csv,0,0,0.7129
datalake-AdventureWorks2014_vendor.csv,datalake-financial_disp.csv,0,1,0.7033
datalake-AdventureWorks2014_vendor.csv,datalake-financial_disp.csv,0,2,0.7467
datalake-AdventureWorks2014_vendor.csv,datalake-financial_disp.csv,1,2,0.7741
datalake-AdventureWorks2014_vendor.csv,datalake-financial_loan.csv,0,0,0.7223
datalake-AdventureWorks2014_vendor.csv,datalake-financial_loan.csv,0,1,0.7265
datalake-AdventureWorks2014_vendor.csv,datalake-financial_loan.csv,1,1,0.7833
datalake-AdventureWorks2014_vendor.csv,datalake-dataSpotifyClass.csv,0,0,0.7843
datalake-AdventureWorks2014_vendor.csv,datalake-AdventureWorks2014_employee.csv,1,1,0.7021
datalake-AdventureWorks2014_vendor.csv,datalake-featuresdf.csv,1,0,0.7457
datalake-AdventureWorks2014_vendor.csv,datalake-financial_account.csv,0,0,0.7273
datalake-AdventureWorks2014_vendor.csv,datalake-financial_account.csv,1,0,0.7730
datalake-AdventureWorks2014_vendor.csv,datalake-directory.csv,1,1,0.7045
datalake-AdventureWorks2014_vendor.csv,datalake-tmdb_5000_movies.csv,0,2,0.7687
datalake-AdventureWorks2014_vendor.csv,datalake-google_books_1299.csv,0,0,0.7513
datalake-AdventureWorks2014_vendor.csv,datalake-google_books_1299.csv,3,3,0.7337
datalake-AdventureWorks2014_vendor.csv,datalake-WA_Fn-UseC_-HR-Employee-Attrition.csv,0,9,0.7198
datalake-AdventureWorks2014_vendor.csv,datalake-financial_trans.csv,0,0,0.7275
datalake-AdventureWorks2014_vendor.csv,datalake-financial_trans.csv,0,1,0.7040
datalake-AdventureWorks2014_vendor.csv,datalake-financial_trans.csv,1,1,0.7810
datalake-AdventureWorks2014_vendor.csv,datalake-imdb_ijs_actors.csv,0,0,0.7376
datalake-AdventureWorks2014_vendor.csv,datalake-imdb_ijs_actors.csv,1,1,0.7092
datalake-AdventureWorks2014_vendor.csv,datalake-world_city.csv,0,0,0.7724
datalake-AdventureWorks2014_vendor.csv,datalake-dataSpotify.csv,0,0,0.7843
datalake-AdventureWorks2014_vendor.csv,datalake-Netflix_Shows.csv,3,3,0.7394
datalake-AdventureWorks2014_vendor.csv,datalake-financial_order.csv,0,0,0.7491
datalake-AdventureWorks2014_vendor.csv,datalake-financial_order.csv,0,1,0.7345
datalake-AdventureWorks2014_vendor.csv,datalake-financial_order.csv,1,1,0.7816
datalake-AdventureWorks2014_vendor.csv,datalake-financial_order.csv,1,3,0.7004
datalake-AdventureWorks2014_vendor.csv,datalake-df_books.csv,0,0,0.7371
datalake-AdventureWorks2014_vendor.csv,datalake-top_100_books.csv,0,0,0.7148
datalake-AdventureWorks2014_vendor.csv,datalake-top_100_books.csv,3,4,0.7281
datalake-AdventureWorks2014_vendor.csv,datalake-IMDB-Movie-Data.csv,3,8,0.7063
datalake-AdventureWorks2014_vendor.csv,datalake-USA_cars_datasets.csv,0,0,0.8034
datalake-AdventureWorks2014_vendor.csv,datalake-NetflixShows.csv,3,3,0.7394
datalake-AdventureWorks2014_vendor.csv,datalake-acquisitions.csv,0,0,0.7726
datalake-AdventureWorks2014_vendor.csv,datalake-google_books_dataset.csv,0,0,0.7534
datalake-training_data_books.csv,datalake-df_books.csv,0,3,0.7285
datalake-training_data_books.csv,datalake-books.csv,0,2,0.7653
datalake-training_data_books.csv,datalake-movies.csv,0,13,0.7335
datalake-training_data_books.csv,datalake-books_updated.csv,0,0,0.7939
datalake-training_data_books.csv,datalake-Books_df.csv,0,1,0.7859
datalake-training_data_books.csv,datalake-best_crime_and_mystery_books.csv,0,3,0.7451
datalake-training_data_books.csv,datalake-SFF_Dataset.csv,0,1,0.8321
datalake-training_data_books.csv,datalake-google_books_1299.csv,0,2,0.7936
datalake-training_data_books.csv,datalake-books_2.csv,0,2,0.8926
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_directors_movies.csv,1,3,0.8258
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_directors_movies.csv,5,2,0.8216
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_directors_movies.csv,7,0,0.7173
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_directors_movies.csv,9,0,0.7430
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_directors_movies.csv,9,2,0.7352
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,5,0.7225
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,8,0.7130
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,9,0.7103
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,10,0.7289
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,11,0.7411
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,12,0.7207
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,13,0.7145
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,14,0.7058
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,15,0.7000
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,16,0.7020
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,17,0.7342
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,18,0.7182
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,20,0.7238
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,21,0.7170
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,22,0.7185
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,0,23,0.7231
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,5,50,0.7023
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,9,0.7078
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,12,0.7112
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,13,0.7022
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,14,0.7084
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,15,0.7034
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,16,0.7007
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,17,0.7213
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,18,0.7158
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,19,0.7223
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,20,0.7221
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,21,0.7079
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,22,0.7050
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,23,0.7127
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,24,0.7267
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,25,0.7140
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,32,0.7021
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,35,0.7156
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,36,0.7255
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,37,0.7195
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,38,0.7280
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,39,0.7151
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,40,0.7171
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,42,0.7119
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,43,0.7070
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,46,0.7192
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,49,0.7035
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,50,0.7071
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,7,51,0.7026
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,9,0.7083
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,10,0.7255
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,11,0.7105
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,12,0.7124
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,14,0.7064
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,15,0.7014
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,17,0.7134
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,18,0.7076
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,20,0.7174
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,40,0.7043
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,42,0.7143
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,44,0.7231
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,47,0.7111
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,49,0.7049
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,8,50,0.7001
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,4,0.7512
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,5,0.7360
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,6,0.7544
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,7,0.7510
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,8,0.7516
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,9,0.7766
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,10,0.7724
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,11,0.7575
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,12,0.7835
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,13,0.7725
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,14,0.7979
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,15,0.7878
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,16,0.7880
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,17,0.7833
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,18,0.8009
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,19,0.8031
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,20,0.8022
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,21,0.7993
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,22,0.7905
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,23,0.7933
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,24,0.8189
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,25,0.7999
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,26,0.7886
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,27,0.7997
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,28,0.7861
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,29,0.7840
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,30,0.7929
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,31,0.7905
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,32,0.8052
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,33,0.7976
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,34,0.8080
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,35,0.8153
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,36,0.8093
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,37,0.8169
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,38,0.8235
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,39,0.7931
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,40,0.7952
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,41,0.7678
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,42,0.8017
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,43,0.8046
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,44,0.7905
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,45,0.7969
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,46,0.8177
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,47,0.7957
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,48,0.8031
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,49,0.8160
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,50,0.8351
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,51,0.8152
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,52,0.7913
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,53,0.8105
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,54,0.7989
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,9,55,0.7943
datalake-GoodReadsAwards.csv,datalake-countries_data.csv,15,23,0.7017
datalake-GoodReadsAwards.csv,datalake-billboard_lyrics_1964-2015.csv,1,0,0.8994
datalake-GoodReadsAwards.csv,datalake-billboard_lyrics_1964-2015.csv,5,3,0.8734
datalake-GoodReadsAwards.csv,datalake-billboard_lyrics_1964-2015.csv,9,3,0.7151
datalake-GoodReadsAwards.csv,datalake-billboard_lyrics_1964-2015.csv,16,0,0.7147
datalake-GoodReadsAwards.csv,datalake-books_updated.csv,3,2,0.7595
datalake-GoodReadsAwards.csv,datalake-books_updated.csv,3,3,0.9241
datalake-GoodReadsAwards.csv,datalake-books_updated.csv,5,1,0.7172
datalake-GoodReadsAwards.csv,datalake-books_updated.csv,6,0,0.8808
datalake-GoodReadsAwards.csv,datalake-books_updated.csv,9,1,0.7992
datalake-GoodReadsAwards.csv,datalake-books_updated.csv,10,0,0.7404
datalake-GoodReadsAwards.csv,datalake-AdventureWorks2014_employee.csv,0,0,0.7267
datalake-GoodReadsAwards.csv,datalake-plasma_retinol.csv,9,3,0.7224
datalake-GoodReadsAwards.csv,datalake-plasma_retinol.csv,15,11,0.7226
datalake-GoodReadsAwards.csv,datalake-plasma_retinol.csv,15,13,0.7055
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,0,1,0.7315
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,2,9,0.7759
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,3,2,0.8710
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,7,8,0.7917
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,8,1,0.7068
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,8,7,0.7497
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,9,1,0.7031
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,9,4,0.8529
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,9,8,0.7055
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,10,5,0.8632
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,11,9,0.7244
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,16,8,0.7999
datalake-GoodReadsAwards.csv,datalake-best_crime_and_mystery_books.csv,16,9,0.8592
datalake-GoodReadsAwards.csv,datalake-hfi_cc_2018.csv,5,0,0.9892
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_movies.csv,1,3,0.8084
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_movies.csv,3,1,0.7897
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_movies.csv,5,2,0.7973
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_movies.csv,8,0,0.7012
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_movies.csv,9,0,0.7215
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_movies.csv,9,2,0.7322
datalake-GoodReadsAwards.csv,datalake-imdb_ijs_movies.csv,9,3,0.7312
datalake-GoodReadsAwards.csv,datalake-dataset_1_anneal.csv,7,26,0.7056
datalake-GoodReadsAwards.csv,datalake-dataset_1_anneal.csv,8,27,0.7405
datalake-GoodReadsAwards.csv,datalake-dataset_1_anneal.csv,9,26,0.7124
datalake-GoodReadsAwards.csv,datalake-wikipedia-iso-country-codes.csv,0,3,0.7076
datalake-GoodReadsAwards.csv,datalake-wikipedia-iso-country-codes.csv,8,3,0.7392
